stock1,stock2,hedge_ratio,pvalue,test_stat
EIX,VICI,-1.031840358379842,7.90809131339801e-09,-7.0149134574526375
EIX,IR,-0.06330358885038444,7.978158255461452e-09,-7.0133057899047015
EIX,TER,0.03625890623728635,8.098190857732785e-09,-7.010583775014942
EIX,KIM,-0.46843669184122627,8.16588713498048e-09,-7.009066109336235
EIX,IT,-0.0032753577351752423,8.382576357493296e-09,-7.004290340484528
EIX,TTD,-0.00910247157281894,8.522213731186453e-09,-7.001276881244189
EIX,PFG,0.1570325973154607,8.540405106340228e-09,-7.000887891522587
EIX,ESS,-0.05475239549219354,8.586331444108589e-09,-6.999909464794555
EIX,GL,0.029241528096082,8.611271943324818e-09,-6.999380286777796
EIX,MSI,-0.012833679388825662,8.869489638116432e-09,-6.993988698556673
EIX,PYPL,-0.027394350758961534,8.900491652916211e-09,-6.993351815159483
EIX,WY,-0.17395877587694022,8.938478126859859e-09,-6.99257442469664
EIX,INCY,0.05989901454540787,9.11601861551523e-09,-6.988983751718402
EIX,TSN,0.2251802770387007,9.185114236349507e-09,-6.987604940733
EIX,MS,0.02081644388164697,9.241387866063945e-09,-6.9864895324986
EIX,EW,0.09100778057245312,9.44704547424639e-09,-6.982469375025174
EIX,KLAC,0.0017262648424578332,9.560076250293131e-09,-6.9802964758371
EIX,POOL,-0.01989155045896566,9.660477910897387e-09,-6.9783875046965465
EIX,KVUE,-0.20351646548842187,9.866213225336041e-09,-6.974536177536248
EIX,HIG,0.028148290179140827,1.0027327796703286e-08,-6.9715750478958665
EIX,MDT,0.04190944744328736,1.0068488254483819e-08,-6.970826083929833
EIX,DIS,-0.12438134892251804,1.0069106026136055e-08,-6.970814865848743
EIX,VLO,0.017730870532342412,1.0411083643009269e-08,-6.964706818963221
EIX,FSLR,0.022272704303342866,1.0785727579215324e-08,-6.958238403008528
EIX,ZBRA,-0.00415148854835821,1.1730626940205358e-08,-6.942860136583489
EIX,TEL,0.008200657832746577,1.1854059021565095e-08,-6.940942115998147
EIX,PSA,-0.061388278684002186,1.206431727248693e-08,-6.937719790647457
EIX,ODFL,-0.01688148491640277,1.2359147366816977e-08,-6.933293397860224
EIX,NXPI,-0.04096051457365177,1.2579466888404036e-08,-6.930053104635681
EIX,ON,-0.03260997574437548,1.2640995016143391e-08,-6.929158187026812
EIX,SBUX,-0.10309144570454673,1.2881355361607117e-08,-6.925702858061959
EIX,PPG,-0.09740525454307918,1.28814346839464e-08,-6.9257017282790905
EIX,IP,-0.10563959395756806,1.3243827807703377e-08,-6.920610471121598
EIX,SPG,0.0701130058173748,1.363766045723316e-08,-6.915230950299745
EIX,VST,-0.027451034196809703,1.3654522036471363e-08,-6.915004063777218
EIX,KMB,-0.07839101353258625,1.3990043409880668e-08,-6.910545863482052
EIX,RTX,0.009275366652531496,1.4194508668238684e-08,-6.9078804512950684
EIX,IDXX,0.0022470427186378917,1.5047076349723278e-08,-6.897159662917509
EIX,WMT,0.03123998115527305,1.5271330909465047e-08,-6.894439170988758
EIX,IQV,0.046508259519870275,1.5272313169326584e-08,-6.894427341749082
EIX,PHM,0.0340406427061309,1.530004202703189e-08,-6.894093715365248
EIX,KKR,-0.01695268144541923,1.5467614438676473e-08,-6.892090122215774
EIX,STE,0.010552511003994023,1.55408028688103e-08,-6.891221742024657
EIX,IFF,-0.028815037130798107,1.561347989899536e-08,-6.890363408588055
EIX,EL,0.023622699582575384,1.5692794051081186e-08,-6.889431170744447
EIX,SRE,0.11094913067896779,1.583476460860894e-08,-6.887774021001479
EIX,ERIE,-0.004759256731492757,1.6193737558623127e-08,-6.8836483614403745
EIX,WYNN,0.012616936185408607,1.6225155746187485e-08,-6.883291573472393
EIX,MAA,-0.04492569733768113,1.6498843913864754e-08,-6.8802120323068285
EIX,NOC,0.003450617953374189,1.6661215268354783e-08,-6.878408732521785
EIX,MPWR,0.001640186598027607,1.6875057324188515e-08,-6.876060039980066
EIX,MGM,-0.2948016732346326,1.73146904051128e-08,-6.871322173832513
EIX,INVH,-0.3798508469160536,1.7587303909992133e-08,-6.868443435586395
EIX,STT,0.02203876070358924,1.7617942273080187e-08,-6.86812265359989
EIX,HUM,0.03319363646124087,1.766237588439047e-08,-6.867658411355906
EIX,HD,-0.01459856215379031,1.8130811953881155e-08,-6.862833026975272
EIX,SHW,-0.07025915309482414,1.8696217814916307e-08,-6.857169754704654
EIX,GWW,-0.004225414034906505,1.904506122668222e-08,-6.853759205540947
EIX,GS,0.0016936321173947474,1.9175317821247206e-08,-6.852501479462726
EIX,RL,0.004261003576107029,1.9489525471154174e-08,-6.849501873166728
EIX,FDX,0.06645190607859328,1.9673717649189983e-08,-6.847765540441692
EIX,MLM,0.003422577944597752,1.982648163691889e-08,-6.84633757857011
EIX,SYF,0.041238330847816605,2.0073313863559018e-08,-6.844053059972811
EIX,EQIX,-0.001864267674871561,2.0083899009206203e-08,-6.8439557106069
EIX,MRK,0.23474326907825319,2.018145732315578e-08,-6.843060859282781
EIX,REG,-0.305689490798897,2.049932021150725e-08,-6.840174547252375
EIX,NUE,0.011303594477742328,2.0499411368182262e-08,-6.840173725856005
EIX,SBAC,-0.08451068877374474,2.0989990755126353e-08,-6.835804503197654
EIX,INTU,-0.02141228455581215,2.1152655782524212e-08,-6.8343779475457
EIX,WFC,0.02093782145862244,2.1431329010461526e-08,-6.831958939304616
EIX,NCLH,-0.052765788878384394,2.144858053089639e-08,-6.831810208409332
EIX,QCOM,0.03984492967906881,2.1503698864589007e-08,-6.831335803918628
EIX,GRMN,-0.03407814801544648,2.1513895106859926e-08,-6.831248175962242
EIX,ULTA,0.002865333447941653,2.1644410561481945e-08,-6.830130106237222
EIX,TPL,-0.0006262289806648203,2.1948728040062984e-08,-6.827548729310225
EIX,KEY,0.18056512568115693,2.2563925335601176e-08,-6.822436258321368
EIX,NKE,-0.09408347357631643,2.2734034758913123e-08,-6.821046818547938
EIX,MTD,0.006607995225371702,2.2909593117368747e-08,-6.819623567294397
EIX,USB,0.20777706832701348,2.4219537582147976e-08,-6.80933102452351
EIX,SOLV,0.03019578956749268,2.4351831090060025e-08,-6.8083222154181415
EIX,TT,-0.023005271351610884,2.4571345331963193e-08,-6.806660147981958
EIX,PTC,-0.015685317793207827,2.4848996875064363e-08,-6.804578708255855
EIX,MOH,-0.0020013364348909018,2.509745274771147e-08,-6.802735460395965
EIX,TXT,0.031599816914711504,2.5576280631347942e-08,-6.799233258008638
EIX,NDSN,0.008746457804009712,2.579731159422258e-08,-6.797638335584545
EIX,TFC,0.09461873491718385,2.5921050786000703e-08,-6.796751318774314
EIX,VMC,0.005428716129513449,2.6001668835974072e-08,-6.796175653357838
EIX,MAR,0.012743259193360819,2.6376990829180046e-08,-6.793518537805068
EIX,LOW,0.051110998559473646,2.6902965491566166e-08,-6.789856837250192
EIX,PWR,0.002042670175135174,2.6923378795278536e-08,-6.789716149883634
EIX,EME,0.0012353345615426564,2.7519698442862442e-08,-6.785652027240387
EIX,PG,-0.0734978426869254,2.7597169897412627e-08,-6.785130407820498
EIX,EXE,0.016207646677374926,2.9783469740283718e-08,-6.7709751282508135
EIX,RF,0.07720344767396942,3.000609270041946e-08,-6.769591579240659
EIX,MTCH,-0.11336991584761494,3.001557275908319e-08,-6.769532887444995
EIX,HBAN,-0.17414265325259431,3.0066108310961975e-08,-6.7692203253853265
EIX,FCX,0.018013152441439546,3.022537324441776e-08,-6.768238644836478
EIX,EMR,-0.06739832907452145,3.052794762562029e-08,-6.766387575462291
EIX,RMD,-0.03970642822588849,3.0876974319737266e-08,-6.764274621901613
EIX,VLTO,-0.02698282056299482,3.126093273241776e-08,-6.761977182594134
EIX,KDP,-0.2573066206483968,3.140410802902977e-08,-6.761127586655534
EIX,FITB,0.08881076732729137,3.152816431825626e-08,-6.760394519083681
EIX,MTB,-0.015307793301534462,3.1553126968873963e-08,-6.760247354113913
EIX,RCL,-0.025451689678077937,3.158982752312922e-08,-6.760031197379095
EIX,HSY,0.00535998640928848,3.1881204949304226e-08,-6.75832377932521
EIX,UNP,-0.015013324989228452,3.189082732971526e-08,-6.758267656272193
EIX,KEYS,0.03348293300948314,3.1952289846709735e-08,-6.757909565559296
EIX,WMB,0.011233236137535558,3.268951291798058e-08,-6.75366643925163
EIX,NVDA,0.0012814340815001457,3.375461129052936e-08,-6.747699645712973
EIX,NTAP,-0.0024829924621165536,3.37796721234199e-08,-6.747561494365737
EIX,J,0.005025240209313819,3.40695539359929e-08,-6.745970770770372
EIX,JKHY,0.013014154391258607,3.4142101750160844e-08,-6.745574749210609
EIX,KHC,-0.006382108654381756,3.419431138076248e-08,-6.745290261113506
EIX,MMC,-0.04183043850066278,3.4433326938402066e-08,-6.743993309259364
EIX,PANW,-0.07228198686584068,3.4632904492691423e-08,-6.742917125886608
EIX,HSIC,-0.013774645523377108,3.5091260419994256e-08,-6.740468454231976
EIX,PSX,0.0004217982095049595,3.5443523221065104e-08,-6.738607857962556
EIX,ROK,5.406341504539179e-05,3.5550523532164406e-08,-6.7380463011312015
EIX,HPE,0.13379958469361491,3.573504457318954e-08,-6.737081797167145
EIX,RJF,9.172705754277245e-05,3.579896761570667e-08,-6.736748809641381
EIX,MAS,0.0006304749716635876,3.6017537008781885e-08,-6.73561464310596
EIX,PNR,-0.016980421841835958,3.769938713854334e-08,-6.727107449632264
EIX,PNC,0.009641096784641362,3.784041495440662e-08,-6.726411155248074
EIX,ELV,0.009704362770455003,3.857814613707332e-08,-6.722809874276517
EIX,SJM,0.08206897163842138,3.904264754297099e-08,-6.720576979983748
EIX,LHX,-0.0006996823417598727,3.9173996336878426e-08,-6.71995031529267
EIX,GNRC,0.005449418466174779,4.037058876295463e-08,-6.714334742136624
EIX,LUV,0.21335925328400174,4.092143035385685e-08,-6.711804482256302
EIX,NSC,-0.0023402265917658108,4.125710327385217e-08,-6.710278966141795
EIX,EVRG,-0.006500622387101623,4.134680288477624e-08,-6.709873379907921
EIX,KMI,0.4563972304529665,4.162946739193745e-08,-6.708600920524565
EIX,TRMB,-0.045220645127090224,4.1897069231787396e-08,-6.707404075738877
EIX,HUBB,0.011313887039369176,4.221252193116953e-08,-6.706002838043937
EIX,LIN,-0.0853228550437537,4.323341284265999e-08,-6.701537635501049
EIX,HAL,0.5498427096627908,4.34045772063035e-08,-6.700799158196983
EIX,JBHT,0.0754077309398722,4.4397143296989524e-08,-6.69657246061859
EIX,TPR,-0.0032615973104884112,4.491768944149479e-08,-6.694392798743011
EIX,TRGP,0.040479113177352394,4.5438961489067366e-08,-6.692234852456914
EIX,ORCL,-0.014814827886634442,4.5522508804984576e-08,-6.691891251373934
EIX,WAB,-0.014662546877974966,4.723100893704165e-08,-6.684997559812712
EIX,TAP,0.03452868567832596,4.733304497569302e-08,-6.684593648643632
EIX,PEG,0.03653817584422385,4.826321358038752e-08,-6.680950553507111
EIX,MKC,-0.08663114962955178,4.873072508221587e-08,-6.679145492040841
EIX,WSM,0.016964638053730927,4.8946469326281354e-08,-6.67831823891601
EIX,IBKR,0.0020124980671879433,4.9479597582799693e-08,-6.676289283097331
EIX,WAT,0.030122271036400337,4.9569530945457834e-08,-6.675949139109555
EIX,URI,-0.0019791851400218024,5.110281373868454e-08,-6.67024151871998
EIX,GILD,-0.008070961377631473,5.303712666112073e-08,-6.663276627422303
EIX,TKO,-0.005415319874372197,5.4929408160176855e-08,-6.65670066461152
EIX,GEHC,0.06846770247742259,5.4959495122340765e-08,-6.656597916699926
EIX,MSFT,-0.01196911787987196,5.5283032859179806e-08,-6.655496506676527
EIX,GEV,-0.0014586948788902056,5.723534517793564e-08,-6.64898186861982
EIX,FTV,0.01449055889642535,5.746338893667876e-08,-6.648235208120847
EIX,MET,0.11346091459800901,5.7493460060766486e-08,-6.648136966747976
EIX,OTIS,-0.1327130167892649,5.9495075855648826e-08,-6.6417087945555
EIX,TSLA,0.014792266671240353,5.9502004737052476e-08,-6.641686913851391
EIX,ZBH,0.08952436801917818,5.962979903599003e-08,-6.641283800889326
EIX,GIS,0.02600938423148339,6.044964338045803e-08,-6.6387177174141145
EIX,PODD,-0.014224851106798934,6.385524262199833e-08,-6.628412211285828
EIX,PGR,-0.0355136126874129,6.437493346067446e-08,-6.62688729298518
EIX,HOOD,-0.005903181283644552,6.527687547005232e-08,-6.624269238983284
EIX,TDG,-0.018528644318544455,6.550862481885087e-08,-6.623602284555302
EIX,SWK,0.041649111398299674,6.555248942824188e-08,-6.623476307062582
EIX,NVR,0.000958907555455269,6.576256181171121e-08,-6.6228741332999235
EIX,OXY,0.037551140225569324,6.651493279174997e-08,-6.620732858999982
EIX,PCAR,0.1866552794803876,6.654699226173569e-08,-6.62064214621752
EIX,VRTX,-0.011938057779190074,6.76835984075199e-08,-6.617453545681242
EIX,NTRS,-0.01981940874004008,6.78806009355421e-08,-6.616906236460384
EIX,HLT,-0.01828937432467895,6.836391866245691e-08,-6.615570075622998
EIX,UAL,0.04558740803017457,7.037407004572392e-08,-6.610110703576846
EIX,MPC,-0.017275970700005288,7.126713795083729e-08,-6.60773421201932
EIX,BEN,-0.3850325469319711,7.166270527423278e-08,-6.60669092748255
EIX,SLB,0.27807402620665195,7.243883985309849e-08,-6.604660261911162
EIX,GE,-0.003890321638453447,7.33046332999432e-08,-6.602420087551513
EIX,TSCO,-0.17141110131624068,7.351177167712786e-08,-6.601887987257833
EIX,ICE,-0.17237271303444987,7.432768786181744e-08,-6.599806281367851
EIX,JPM,-0.008957004743841084,7.691199996554788e-08,-6.593357865706848
EIX,SPGI,-0.03970022457821315,7.986947158982527e-08,-6.586234536581923
EIX,ORLY,0.0009549285200918286,8.002588628484182e-08,-6.585865049570493
EIX,CRM,0.006689599850671585,8.16242748962415e-08,-6.58212944410957
EIX,LH,-0.04440538298598814,8.261896425389484e-08,-6.579840852843415
EIX,XYL,-0.029141921774385623,8.631951043734066e-08,-6.571557905139456
EIX,FICO,0.004699491836758909,8.751420964483029e-08,-6.568958154614888
EIX,SYY,-0.11677239228408827,8.767302252525964e-08,-6.56861519431495
EIX,ITW,-0.0492913279416515,8.949875517348124e-08,-6.56471572663505
EIX,FAST,0.03896117548807811,8.974274344661588e-08,-6.564200535444915
EIX,JCI,-0.020119754930797856,8.998632311716822e-08,-6.5636875774016135
EIX,ISRG,0.009827649102065914,9.24380255375237e-08,-6.55859913393582
EIX,HAS,-0.034120386344186064,9.310833674148889e-08,-6.557230987765905
EIX,TMUS,-0.05842352207753461,9.380186138560918e-08,-6.5558256052075246
EIX,MCO,-0.034174948026173775,9.549942935935417e-08,-6.552428195891411
EIX,DOC,0.25615263107686953,9.56491426486572e-08,-6.552131420278121
EIX,HST,0.5826057159569019,1.0018823580043258e-07,-6.543343666229765
EIX,LULU,0.0036036675980990578,1.0196569698680378e-07,-6.540008581554405
EIX,NI,-0.10710249303158242,1.0297749722439483e-07,-6.5381355258058536
EIX,ES,-0.06869135127871573,1.0609774474276663e-07,-6.5324710280561025
EIX,JBL,-0.01791421405349737,1.0934524574930221e-07,-6.526746626902866
EIX,TROW,0.055021632313351825,1.1216887059636324e-07,-6.521903449620168
EIX,NDAQ,-0.07463924433083079,1.1736653494802843e-07,-6.513293187804955
EIX,EQT,-0.1562454200793846,1.2414205012385678e-07,-6.50261460127827
EIX,PLTR,-0.009842954533954423,1.3137368995446108e-07,-6.491830602209186
EIX,NRG,-0.017299553588671995,1.344232293314066e-07,-6.487456684080321
EIX,OKE,0.033488740634191404,1.363241464172399e-07,-6.4847792186897895
EIX,MSCI,0.03144052968153813,1.377856113711799e-07,-6.4827455202288915
EIX,FRT,0.12852421647635692,1.4191445270040922e-07,-6.477112388390637
EIX,UNH,0.008867116536779556,1.4482304077173284e-07,-6.473239817504256
EIX,HWM,-0.01225709924665467,1.5135354352244656e-07,-6.464815829358758
EIX,LYV,-0.1005785846641042,1.5254677091123874e-07,-6.463315246680752
EIX,HOLX,0.18447221567024905,1.540765732622884e-07,-6.461408148592869
EIX,IBM,-0.019323827255049435,1.556399455454859e-07,-6.459478296203931
EIX,KR,-0.4361640356383285,1.739574305433175e-07,-6.438184311531287
EIX,GPC,-0.03995153631431143,1.7756550786256997e-07,-6.434250481592131
EIX,TGT,0.023032405026845164,1.9066946258892447e-07,-6.42059441439541
EIX,IEX,0.03405588748022401,2.0195833718408572e-07,-6.409548543128126
EIX,HPQ,0.11947159072988732,2.0352619996185964e-07,-6.40806252287602
EIX,V,-0.1436473319008247,2.2450220326486842e-07,-6.3891938607298835
EIX,LEN,0.07683047994172545,2.2653323318054444e-07,-6.387459605385172
EIX,EXC,-0.15438594831686966,2.3081644552956594e-07,-6.383851671915058
STZ,KVUE,6.575333899469325,2.354539534844043e-07,-6.380018543656419
EIX,VZ,-0.5253931257621168,2.3977331612582684e-07,-6.376514350264165
EIX,RSG,-0.12198475784164879,2.504737508307296e-07,-6.3680929748210024
EIX,UBER,-0.115376096803807,2.5835747957139287e-07,-6.362110963647127
EIX,ROL,-0.10382243737558769,2.66571105837156e-07,-6.356065931199405
EIX,VTRS,1.1257924900373582,2.7014351603043543e-07,-6.3534934657937
EIX,PKG,0.07574422527573188,2.7769443911916293e-07,-6.34816402663106
EIX,EPAM,0.016500692910872274,2.980702329490467e-07,-6.334461706024837
EIX,UPS,0.05814476719971748,3.193719621452704e-07,-6.3210846799387745
EIX,PPL,-0.1956894914473186,3.4648522713500665e-07,-6.3052689711260985
EIX,LW,0.07261029559081851,3.550301466716831e-07,-6.3005350520143235
EIX,WST,0.03654743258618036,3.584106912623475e-07,-6.298692944555353
EIX,TTWO,-0.02831662046603824,3.724716243983092e-07,-6.291209133680046
EIX,RVTY,0.056550667714907826,3.765422371522719e-07,-6.289094168922409
EIX,GPN,0.047439315649886134,4.0423954947993006e-07,-6.275271354449096
EIX,PFE,0.5158920512276065,4.1065005944200375e-07,-6.272204379455048
EIX,OMC,0.26620882865857015,4.246917657461516e-07,-6.265646951287835
EIX,SWKS,0.060861688142028594,4.446975043688597e-07,-6.25666179293655
EIX,VRSN,-0.06770267620988399,4.6056794464212817e-07,-6.2498109107244515
EIX,YUM,-0.05614494744797182,5.023082550099399e-07,-6.232839361079181
EIX,PRU,0.24022335336194103,5.130086437373912e-07,-6.228710884360204
EIX,WRB,-0.0843394359817663,5.53434179493861e-07,-6.21383901015527
EIX,WM,-0.17032003400869242,6.037908266643026e-07,-6.19673344051691
EIX,TDY,-0.028804001007771415,6.292606581594993e-07,-6.188605989990731
EIX,EG,0.058168988922668946,6.55837994229641e-07,-6.1804610315942625
EIX,MA,-0.050310723220573846,8.320805586711756e-07,-6.133448756868617
EIX,DGX,-0.0664936130330091,9.60673623111815e-07,-6.104938456895169
EIX,PNW,-0.2718973944846835,1.1299154313237188e-06,-6.0726294102597755
EIX,O,-0.4285286753223605,1.243148477432821e-06,-6.053553912382421
EIX,WEC,-0.11141906003018463,1.4194400590524748e-06,-6.02699207368885
EIX,SO,-0.30097626023558316,1.4404235068271204e-06,-6.024047485844276
CL,GLW,-0.31658666103994,1.4536168568763355e-06,-6.022217417890177
EIX,PM,-0.12352081149422317,2.1673171753281653e-06,-5.941628124462303
D,NVDA,0.08321858432488949,2.4962925213432898e-06,-5.912916224875229
MRNA,UNP,0.3176278538175212,2.514848499990727e-06,-5.911408567289612
EIX,MRNA,0.17186471205470966,2.660459255096596e-06,-5.89994038310657
D,MOH,-0.03559985036869684,3.5556331674602193e-06,-5.8405685320306
STZ,KDP,5.790325034141633,3.7789670511352633e-06,-5.8280379251928816
D,XYL,0.23079015637853514,5.151892411501464e-06,-5.763953568515509
AEE,GWW,-0.05181584178259829,5.235739160597668e-06,-5.760599611527148
MRNA,TRGP,0.1984420604830809,5.5243500936875164e-06,-5.749440674472337
STZ,GLW,-1.1317051502691078,5.939544548728279e-06,-5.734342061960031
AFL,CTAS,-0.16016537996800198,7.399135574634677e-06,-5.688360476710557
ACGL,SO,-0.32605459659892816,9.195231352815536e-06,-5.642578651508267
MMM,LVS,0.8570219957391045,1.3253138317014653e-05,-5.5648579527631785
ALL,DVA,-0.2960393912835141,1.3285834553510207e-05,-5.564330938834015
STZ,PAYX,1.2064488642414442,1.4594964814907168e-05,-5.544198419858113
AFL,DXCM,-0.2484175115721849,1.5136086322245893e-05,-5.536382587817288
STZ,FSLR,-0.375539553503237,1.6351648553209333e-05,-5.519766718732173
CPAY,ODFL,1.5707752843889633,1.8485975746188742e-05,-5.493287735096628
MSCI,PNW,-3.2100183873621755,2.103185709168713e-05,-5.465318954125098
STZ,ROP,0.3453341636973499,2.1266072935666186e-05,-5.4629124439618595
STZ,MMC,0.9305411068563776,2.296886734755662e-05,-5.446148712011798
CI,HOLX,-2.913453097347132,2.299030065565407e-05,-5.445945441584056
EIX,PCG,2.2436065923250514,2.3245646299279026e-05,-5.443537740983478
STZ,VLO,-0.9524714683211404,2.392308300625065e-05,-5.437271592957502
DVN,PCAR,0.2459595990892252,2.503578110369212e-05,-5.427341537283102
ED,NTAP,-0.35735527569818043,2.5310910192551042e-05,-5.424951860315569
D,HOOD,0.07000804683363271,2.559446058267703e-05,-5.422515101398626
DHR,JBHT,0.659564416458974,2.615777327319114e-05,-5.417750394204477
BRO,FIX,-0.05789303476536649,2.982681534170471e-05,-5.388942527506434
CMS,GWW,-0.03285301885201658,3.174227013361356e-05,-5.375233971011626
D,EME,0.023146403831345697,3.211443326809566e-05,-5.372663177385739
