stock1,stock2,z_score,theta,volatility,edge,p_target,p_stop,signal,gain,loss,hedge_ratio,pvalue,weight,weight_pct
AES,LNT,1.806980176200848,0.122730758711713,0.3922159879395065,1.214003170659467,0.9734351412738912,0.0265648587261089,LONG_SPREAD,1.3069801762008482,2.193019823799152,0.4079482884656528,0.0087537643943944,1.0,100.0
