stock1,stock2,z_score,theta,volatility,edge,p_target,p_stop,signal,gain,loss,hedge_ratio,pvalue
REG,XYL,-1.8853656945256203,0.11491147174454143,0.8562781438245731,0.2423576212585361,0.5427967706931663,0.45720322930683366,LONG_SPREAD,1.3853656945256203,1.1146343054743797,-0.0127716336085581,0.0153624848336206
D,PH,-1.6231817433553193,0.09894092483254005,0.7848213219343296,0.24184227956839965,0.6474642144852322,0.35253578551476783,LONG_SPREAD,1.1231817433553193,1.3768182566446807,0.0259570538396761,0.0297112242779386
REG,WSM,-2.0031200229391284,0.10780759478709515,0.8232676601002663,0.241661388656374,0.4954165462868983,0.5045834537131018,LONG_SPREAD,1.5031200229391284,0.9968799770608716,0.0174300482838629,0.0236109229468085
REG,WTW,-2.076040288472362,0.1012976624450503,0.790285178059504,0.24139075560514112,0.4661401868531117,0.5338598131468884,LONG_SPREAD,1.5760402884723619,0.9239597115276381,0.0371778136047173,0.0347114258652978
REG,RCL,-1.9043988201314432,0.11420313440899915,0.8547758580983216,0.24133425629003735,0.5347741744634377,0.46522582553656233,LONG_SPREAD,1.4043988201314432,1.0956011798685568,-0.0029186108681152,0.0161245048782384
REG,SWKS,-1.8609519849531346,0.10944142127890572,0.8382907853285676,0.24117437368161443,0.5520889554913919,0.4479110445086081,LONG_SPREAD,1.3609519849531346,1.1390480150468654,0.0141635202034342,0.02050277048861
REG,USB,-1.4748887773912867,0.13242197853597149,0.8835258576027065,0.24099560307497842,0.7064427302734767,0.2935572697265233,LONG_SPREAD,0.9748887773912867,1.5251112226087133,-0.1116941934159239,0.0049389461109313
REG,SNA,-1.877067117917468,0.11358156569256957,0.8545313487436383,0.24068474014758712,0.5454470488920476,0.45455295110795235,LONG_SPREAD,1.377067117917468,1.122932882082532,-0.0035776149791261,0.0165676672376012
REG,SYY,-1.8647635028130054,0.10786306063401245,0.8335458533309731,0.24038167072778793,0.550247267165913,0.449752732834087,LONG_SPREAD,1.3647635028130054,1.1352364971869946,0.0327002036916022,0.0225492098835386
DVN,PKG,1.636342558721364,0.09771072390303874,0.7844176392057081,0.24000887237194035,0.6414665254602305,0.35853347453976947,SHORT_SPREAD,1.136342558721364,1.363657441278636,0.1005283363451882,0.0283860257411647
REG,TDG,-1.9085205983921312,0.10864296356654023,0.8369563653421143,0.23938279447625166,0.5323448784336482,0.4676551215663518,LONG_SPREAD,1.4085205983921312,1.0914794016078688,0.0014832928028943,0.0220154134926368
REG,VRTX,-1.9454044947169997,0.11078256821809833,0.843184185152303,0.2393723107559964,0.5175871264155987,0.4824128735844013,LONG_SPREAD,1.4454044947169997,1.0545955052830003,0.0049377716391538,0.0198786906639895
REG,SOLV,-1.9089255015495628,0.11144008414415987,0.8483665218424546,0.23897873018658533,0.532021291454809,0.46797870854519097,LONG_SPREAD,1.4089255015495628,1.0910744984504372,-0.0017876779223,0.0188570955040061
CMS,TTD,-1.5615763492926866,0.10271410146439207,0.7966224531382712,0.238976979959172,0.6709602522665942,0.32903974773340583,LONG_SPREAD,1.0615763492926866,1.4384236507073134,-0.0637558787226951,0.0233495991075518
KMI,RTX,0.7835354375660708,0.12149789749796457,0.43172733177473155,0.23886740742210577,0.982132787942414,0.017867212057586013,SHORT_SPREAD,0.2835354375660708,2.216464562433929,-0.009351922864158,0.0024608495265632
REG,WEC,-1.9090668579482357,0.10838336726610337,0.8371374104482022,0.23869966501953577,0.53185312282852,0.46814687717147996,LONG_SPREAD,1.4090668579482357,1.0909331420517643,0.0206805687529184,0.0223440060964788
REG,RMD,-1.916291060110725,0.1113030331203624,0.8480624175933504,0.23866677181344764,0.5289502846810891,0.47104971531891093,LONG_SPREAD,1.416291060110725,1.083708939889275,-0.0006734429199294,0.0190524572692477
REG,VRSN,-1.915635105535334,0.11106979933011218,0.8472904772582553,0.23861895605929306,0.5291935402095836,0.47080645979041635,LONG_SPREAD,1.415635105535334,1.084364894464666,-0.0001702855237402,0.0192930424784628
D,NEM,-1.4821177932438767,0.10343044458037019,0.7865144226106895,0.23855037871065976,0.7025730341867132,0.29742696581328676,LONG_SPREAD,0.9821177932438767,1.5178822067561233,0.1208654053573855,0.0249936714466092
O,ULTA,-1.0380679117595568,0.09582500016500899,0.6030049605985465,0.23831091016321546,0.8800971993614635,0.11990280063853653,LONG_SPREAD,0.5380679117595568,1.9619320882404432,0.0117600592452862,0.0148775274315173
REG,DIS,-1.9232986538533963,0.10957177842952888,0.8418389662631801,0.23824584153834683,0.5259788750739802,0.4740211249260198,LONG_SPREAD,1.4232986538533963,1.0767013461466037,0.0073335059378444,0.0209962326346848
REG,WAT,-1.9233737893494538,0.11053976041473607,0.8456354038316458,0.23819544897660272,0.5259286638508596,0.47407133614914043,LONG_SPREAD,1.4233737893494538,1.0766262106505462,0.0005175584160396,0.019916139280613
REG,TDY,-1.926231067635691,0.10861366127206039,0.8381081176121078,0.23818257120485398,0.5247806014276651,0.47521939857233486,LONG_SPREAD,1.426231067635691,1.073768932364309,0.0030682282397735,0.0221990369361332
REG,TROW,-1.965898131259935,0.10630194451555142,0.8277725589429991,0.23751597590279783,0.5086471378571451,0.4913528621428549,LONG_SPREAD,1.465898131259935,1.034101868740065,0.0236762161010468,0.0252552306041916
REG,YUM,-2.0204595839345925,0.10644325171406849,0.8244067079418048,0.23693080083451634,0.4865884867599696,0.5134115132400304,LONG_SPREAD,1.5204595839345925,0.9795404160654075,0.0376164235423649,0.0258228893699712
REG,TJX,-1.2498198820299573,0.15284683401511653,0.8824213685122335,0.23692332499841434,0.7948413771873828,0.2051586228126172,LONG_SPREAD,0.7498198820299573,1.7501801179700427,-0.0638753712873608,0.0013009085129273
REG,TSN,-2.157930027201648,0.10091248279726692,0.7835576107398871,0.23669426285583106,0.43150569426167323,0.5684943057383267,LONG_SPREAD,1.657930027201648,0.842069972798352,0.1825260109937329,0.0365032803417777
CMCSA,TJX,1.096445048188024,0.12046717475370206,0.7149196742395886,0.23561614396394803,0.8556684383103697,0.14433156168963035,SHORT_SPREAD,0.5964450481880239,1.903554951811976,-0.2394701702032858,0.0077584221531554
HST,INVH,0.7650194705510224,0.10036202267330414,0.36770243505413674,0.23482472550495054,0.9879221019815713,0.012077898018428734,SHORT_SPREAD,0.2650194705510224,2.2349805294489777,-0.3783446366312411,0.0209273519244091
PCG,TRMB,0.7652485847302777,0.09744094266419732,0.3631846800197939,0.23464361728914668,0.9877580130235476,0.012241986976452401,SHORT_SPREAD,0.2652485847302777,2.2347514152697223,-0.0933270365387139,0.0036188188040469
INVH,SRE,-0.8948518284577073,0.1422191581180286,0.6245604613600855,0.23413957390038034,0.9357150981770692,0.06428490182293078,LONG_SPREAD,0.3948518284577073,2.1051481715422926,-0.2672029563858884,0.0021796176842293
ETR,XEL,2.2394090264515016,0.1616501081622596,0.9765936696294243,0.2336025856868824,0.3976774236941523,0.6023225763058477,SHORT_SPREAD,1.7394090264515016,0.7605909735484984,1.1147635284749735,0.0006878702374293
REG,TRGP,-2.1326019430222076,0.10723763886791958,0.8179241200417986,0.23340274861159727,0.44032032223575585,0.5596796777642441,LONG_SPREAD,1.6326019430222076,0.8673980569777924,0.0252554022341333,0.0256749261590267
CMS,PYPL,-1.8531036327955128,0.10737051018219823,0.8452821624358977,0.232887942683618,0.5519137239552421,0.4480862760447579,LONG_SPREAD,1.3531036327955128,1.1468963672044872,-0.1954987586621665,0.0198860926940559
REG,SJM,-1.2499388715197013,0.1213515363905296,0.7944029654114405,0.23259600063362068,0.7930628516455678,0.20693714835443222,LONG_SPREAD,0.7499388715197013,1.7500611284802987,0.1291296603518188,0.0086201255227136
DVN,SOLV,1.2743808225641151,0.12122874305004591,0.8039303198180111,0.23224592986631704,0.7831460429208807,0.21685395707911925,SHORT_SPREAD,0.7743808225641151,1.7256191774358849,0.3235887844369268,0.0081660742767411
REG,SPG,-2.0324463862014133,0.10333504230216249,0.8197344548164747,0.23187996993532534,0.4797734334935648,0.5202265665064352,LONG_SPREAD,1.5324463862014133,0.9675536137985867,0.0161470716436448,0.0305972059077664
KMI,WDC,0.7756606451697854,0.11728313319942305,0.42646930961267365,0.2314381395121081,0.9823109977369291,0.017689002263070908,SHORT_SPREAD,0.2756606451697854,2.2243393548302146,-0.0035570392298434,0.0025413952943012
KIM,SHW,-0.7330677818868503,0.09851549589763844,0.2603969220784581,0.23137185295111679,0.9993216284257066,0.0006783715742934016,LONG_SPREAD,0.2330677818868503,2.2669322181131495,0.0389714223255449,0.0153409557415344
PCG,HOOD,0.7770603903784097,0.06495321953973701,0.31976480147071507,0.231112360384455,0.9816207880024181,0.018379211997581857,SHORT_SPREAD,0.2770603903784097,2.2229396096215903,-0.0134482248073683,0.0361758262252749
DVN,FRT,1.9382528513775408,0.09300521321196817,0.7884492127753125,0.2301171888457889,0.5167457349872993,0.48325426501270075,SHORT_SPREAD,1.4382528513775408,1.0617471486224592,0.2603386077111476,0.0428599674688925
T,JBHT,0.850717130447822,0.08617157357972227,0.4577893066891632,0.22805873188456444,0.950936640574697,0.049063359425303044,SHORT_SPREAD,0.35071713044782205,2.149282869552178,-0.0732858838678224,0.0334654157168673
GIS,HII,1.3876606037786476,0.15460040101470512,0.9595909154542615,0.22756037561825804,0.7359599087358442,0.26404009126415584,SHORT_SPREAD,0.8876606037786476,1.6123393962213524,-0.0976480398078822,0.0010377637594139
CPB,CVNA,-1.322306184796991,0.10049558085525576,0.7563376914650295,0.22709771505519655,0.7619166121032822,0.2380833878967178,LONG_SPREAD,0.822306184796991,1.677693815203009,-0.0442785068511403,0.0269285581386065
KO,ZBRA,-1.3801262309234945,0.10925210947937768,0.805911851283599,0.22689398369275193,0.738707101107703,0.261292898892297,LONG_SPREAD,0.8801262309234945,1.6198737690765055,-0.0476059102086081,0.0108835657118947
INVH,MDT,-1.0830876281273383,0.09290198477350568,0.6375213043744585,0.22553360686697294,0.8569783914958539,0.14302160850414614,LONG_SPREAD,0.5830876281273383,1.9169123718726617,-0.3289364241980219,0.0223904160217368
REG,TMUS,-0.946912452819383,0.19283860230320626,0.8032022249965215,0.22545212029003892,0.9114158669882624,0.08858413301173762,LONG_SPREAD,0.44691245281938297,2.053087547180617,0.0593759989202934,9.585249950507504e-05
UDR,ULTA,1.2493975194758962,0.09347238859276814,0.7092725467961775,0.22538179879865894,0.7903937117291051,0.2096062882708949,SHORT_SPREAD,0.7493975194758962,1.7506024805241038,-0.0324923891147926,0.0394564539192873
CPB,IDXX,-1.546410841139119,0.0918829722088629,0.7748589118723994,0.22529460118097228,0.6715535040167413,0.3284464959832587,LONG_SPREAD,1.046410841139119,1.453589158860881,-0.0295578870453592,0.0376350647138705
DVN,TROW,1.7473999495355623,0.08518973912414528,0.7646358237857922,0.22512389582134673,0.5910895785143138,0.40891042148568624,SHORT_SPREAD,1.2473999495355623,1.2526000504644377,0.1602114148699603,0.0099476821496334
AES,CHTR,0.7871253933417598,0.08833402683758222,0.40023507717840556,0.22400670327840716,0.974752523974659,0.025247476025341054,SHORT_SPREAD,0.2871253933417598,2.2128746066582403,-0.0158003519959829,0.0275366704258182
NI,STX,-0.8681097919701394,0.09694753262300068,0.5087804955153791,0.22393212210461738,0.9423289320537912,0.0576710679462088,LONG_SPREAD,0.3681097919701394,2.1318902080298607,0.0214127813123607,0.0121697789513607
D,LRCX,-1.7679866874957537,0.09341313974206557,0.8061591311333335,0.22253781714474552,0.5818204518595967,0.41817954814040326,LONG_SPREAD,1.2679866874957537,1.2320133125042463,0.0645769616764351,0.0419102717360423
CMCSA,JNJ,1.083870615354253,0.09954293670835697,0.6658193422798704,0.22235260796022083,0.8553927970423871,0.14460720295761287,SHORT_SPREAD,0.583870615354253,1.916129384645747,-0.1406545270331077,0.0275194383813911
D,STX,-1.3243343752354761,0.11118633876018999,0.8059189427599421,0.2220675227067958,0.7590932589885279,0.24090674101147214,LONG_SPREAD,0.8243343752354761,1.6756656247645239,0.0319946834402716,0.0144069303743888
F,HCA,0.7217293740185637,0.15181688772355956,0.23498762409212198,0.22172298829952936,0.9999974457123862,2.5542876137540915e-06,SHORT_SPREAD,0.22172937401856374,2.2782706259814365,0.0219114993298315,0.0411373252743147
REG,VICI,-1.1532794148236383,0.11461040475712751,0.7516717514387475,0.22153687132176558,0.827302982599251,0.17269701740074905,LONG_SPREAD,0.6532794148236383,1.8467205851763617,0.5019653271103242,0.0122826591295419
CMCSA,NEM,1.0890180799278262,0.0810126930174964,0.604353053910647,0.22152583094385797,0.8530031004064127,0.1469968995935873,SHORT_SPREAD,0.5890180799278262,1.9109819200721738,-0.1434485158779987,0.0330645364755347
REG,ULTA,-1.1202858394649722,0.15960158291648516,0.8679137356916335,0.22148731227687962,0.840480589124763,0.15951941087523702,LONG_SPREAD,0.6202858394649722,1.8797141605350278,-0.0108560673167782,0.0008524595247751
REG,WFC,-1.2483617435680772,0.1439258325818687,0.8889223001246287,0.22114532700272066,0.7891134333738574,0.21088656662614258,LONG_SPREAD,0.7483617435680772,1.7516382564319228,-0.0811931843445551,0.0022648721463423
CMCSA,STLD,1.5157487949656288,0.10337335560325593,0.8252142850553265,0.22090937985638903,0.6820642339563041,0.3179357660436959,SHORT_SPREAD,1.0157487949656288,1.4842512050343712,-0.1606947064516739,0.0238849233365364
EVRG,GDDY,-1.9194818375751048,0.12483430915684395,0.9347677143390197,0.2203508770281476,0.5203476157812171,0.47965238421878287,LONG_SPREAD,1.4194818375751048,1.0805181624248952,-0.1532096369607072,0.0053190652538322
KIM,VTR,-0.7256841034700464,0.11087896337422927,0.31621095159703283,0.2193115017646592,0.9974509593178451,0.0025490406821548905,LONG_SPREAD,0.22568410347004642,2.2743158965299535,-0.0732124849095069,0.0138337588434645
DVN,QCOM,1.29134460258137,0.0982382286488401,0.7529226928803746,0.2190347407432558,0.7710760552647543,0.2289239447352457,SHORT_SPREAD,0.79134460258137,1.70865539741863,0.1236792635356187,0.0315204526582095
CAG,STT,0.979553217011936,0.07879189625078735,0.5432227102687464,0.21897130864188735,0.8957672366519805,0.10423276334801945,SHORT_SPREAD,0.479553217011936,2.020446782988064,-0.2343316326408098,0.0364804591288274
DVN,MDT,1.4336579510879723,0.10119711948610556,0.8039580385833145,0.21884182270952635,0.7140735486486216,0.2859264513513784,SHORT_SPREAD,0.9336579510879723,1.5663420489120277,0.2319713136823118,6.984256423432922e-05
NI,ULTA,-0.8743153624375352,0.09021788509345452,0.504417132537628,0.2188203494011444,0.9378019947854437,0.06219800521455632,LONG_SPREAD,0.37431536243753516,2.1256846375624647,0.018474435186515,0.0114400476927349
D,KLAC,-1.3916558506045924,0.10762900087346912,0.8191569640096138,0.2185805110371588,0.7307698641730266,0.2692301358269734,LONG_SPREAD,0.8916558506045924,1.6083441493954076,0.0114977103459131,0.0183100878778462
REG,SLB,-2.2375325146784464,0.10475137611846538,0.8124863029330908,0.21857978777679,0.3924189092393374,0.6075810907606626,LONG_SPREAD,1.7375325146784464,0.7624674853215536,0.1341421148081611,0.0306044077476257
IP,SW,-1.6118234988112643,0.08890779638351304,0.7835842821437699,0.21816936556463046,0.6425383467013465,0.35746165329865354,LONG_SPREAD,1.1118234988112643,1.3881765011887357,1.003687634664786,0.0390035803701697
CPB,CBOE,-1.6179630684738864,0.10663526895127041,0.8600364876749529,0.21760961543908486,0.6398586187860794,0.3601413812139206,LONG_SPREAD,1.1179630684738864,1.3820369315261136,-0.1814803972255317,0.0219649198384763
CNP,GDDY,-0.888469286366088,0.07524330927799536,0.4734344054236351,0.21750382449073075,0.9316138152498571,0.06838618475014291,LONG_SPREAD,0.388469286366088,2.111530713633912,-0.0683846283353991,0.0455641300694447
HST,KEYS,-0.7194257681270234,0.0818153309229183,0.24977319535822828,0.21665979941795505,0.9988936125163727,0.0011063874836273468,LONG_SPREAD,0.2194257681270234,2.2805742318729765,0.0619371252037067,0.0169194845286458
D,ORCL,1.2607204422712106,0.13450938772007037,0.8746896648438816,0.21643734678970888,0.7822867618073993,0.2177132381926007,SHORT_SPREAD,0.7607204422712106,1.7392795577287894,0.0437453257780614,0.0034496108933324
AES,CL,0.7546112973094732,0.13162455136132262,0.44654933655732887,0.21637801030403042,0.9847066851978229,0.015293314802177105,SHORT_SPREAD,0.2546112973094732,2.245388702690527,-0.2124080975562004,0.0223073787244463
AEE,ETR,-1.097500517373406,0.12013493070545221,0.7511724881045452,0.21618951814049098,0.847475600306834,0.152524399693166,LONG_SPREAD,0.597500517373406,1.902499482626594,0.5502097757085156,0.0020879178564384
F,RTX,-0.7153498560684461,0.19831911958267862,0.23740177369862542,0.2153496531171587,0.999999918819485,8.118051497696399e-08,LONG_SPREAD,0.21534985606844614,2.284650143931554,0.063199323322254,0.0019031496772276
CAG,LDOS,-0.8995575815759942,0.09040798549917395,0.5318395853934677,0.21509037120920624,0.9262131158532848,0.07378688414671519,LONG_SPREAD,0.3995575815759942,2.100442418424006,-0.1427301395607651,0.02143142139611
CMS,GILD,-1.439763004487168,0.08956925001379257,0.7652543887105616,0.21475613319388787,0.7099972514826879,0.2900027485173121,LONG_SPREAD,0.9397630044871681,1.560236995512832,0.1595794146024448,0.0410877636777539
PCG,RCL,0.7272642925393296,0.11508901185177838,0.3512884821513448,0.2146907754395858,0.9949705931601025,0.005029406839897499,SHORT_SPREAD,0.22726429253932956,2.2727357074606704,-0.0172201270961339,0.0012616177535398
KMI,WMT,0.7539143522676025,0.12200281555218549,0.4328036472412491,0.2146495848556852,0.9842940930352331,0.015705906964766925,SHORT_SPREAD,0.2539143522676025,2.2460856477323974,-0.0251556689075395,0.0026782940816883
MO,AZO,2.1622241729789495,0.11297203268089953,0.8726563063222345,0.2127988847298568,0.4202298847003629,0.5797701152996371,SHORT_SPREAD,1.6622241729789495,0.8377758270210505,0.0138826981026651,0.0315727056503682
CMS,GDDY,-1.5868798998646527,0.09044948081998044,0.7995411378800902,0.21181691349121246,0.6499748054506239,0.3500251945493761,LONG_SPREAD,1.0868798998646527,1.4131201001353473,-0.0471232128464838,0.031176757184331
SYY,TDY,-1.6872418315091993,0.1408832642242041,1.0115942466833434,0.21126358804163192,0.6096087026129731,0.39039129738702694,LONG_SPREAD,1.1872418315091993,1.3127581684908007,0.0888972910918498,0.0018407264892133
DVN,LOW,1.669615666358362,0.0921003786135655,0.8170056779214994,0.21103876325359683,0.616569238758094,0.383430761241906,SHORT_SPREAD,1.169615666358362,1.330384333641638,0.0746477910373667,0.0049113203481999
PCG,UNH,0.7416852211915048,0.06926544081376072,0.3157464721821564,0.2097676612058093,0.9872329760057218,0.012767023994278204,SHORT_SPREAD,0.24168522119150482,2.2583147788084954,0.0064078627136582,0.031167922697815
DVN,KR,1.3231245028884935,0.12280486837260046,0.8768923000186709,0.20804679764703138,0.7539689179034151,0.24603108209658486,SHORT_SPREAD,0.8231245028884935,1.6768754971115065,-0.3435915596666909,0.0066556323565292
NI,NUE,-0.9381861482413345,0.07428785013667227,0.5196224209184035,0.20770978150785174,0.9078094533066069,0.0921905466933931,LONG_SPREAD,0.4381861482413345,2.0618138517586653,0.0876564370989275,0.0481706681949038
NI,TSN,1.1310825204646195,0.07177074144459163,0.6085989351921754,0.20740220740244347,0.8305278747751296,0.16947212522487043,SHORT_SPREAD,0.6310825204646195,1.8689174795353805,-0.2816848986479054,0.0490770562253792
D,J,1.1421178037359132,0.12155205693264673,0.7983948669592218,0.20709609634622705,0.8259913170441255,0.17400868295587446,SHORT_SPREAD,0.6421178037359132,1.8578821962640868,0.19083379998529,0.0209110674708632
KMI,MNST,0.7447394502932082,0.1195620643559096,0.42882139513841183,0.20698732621216936,0.9848991503675845,0.015100849632415536,SHORT_SPREAD,0.2447394502932082,2.255260549706792,-0.0236552954331972,0.0025362435117539
CPB,TPL,1.9986802663596899,0.10544589274625421,0.8804621338652565,0.20679703752151346,0.48324670846472945,0.5167532915352706,SHORT_SPREAD,1.4986802663596899,1.0013197336403101,0.0131388449489236,0.0151992550718697
CMS,ZBRA,-1.4037284667693597,0.09768613282903504,0.8072111100896773,0.20659962370773782,0.7211484627753513,0.2788515372246487,LONG_SPREAD,0.9037284667693597,1.5962715332306403,-0.0311202430217803,0.0255165550840163
PPL,PG,-0.8264409791376963,0.07727027759213921,0.4456236307575524,0.20588018983697087,0.9517756842797098,0.04822431572029018,LONG_SPREAD,0.3264409791376963,2.173559020862304,-0.0577853058993408,0.0296079269777004
CPB,HWM,-0.8605149390579255,0.15309383642863775,0.6706608471125624,0.2054365433584,0.9379686417201898,0.06203135827981021,LONG_SPREAD,0.36051493905792553,2.1394850609420746,-0.1164431482292756,0.0012171558896916
DVN,EPAM,1.6244647605869131,0.09136033315399315,0.8212401438889952,0.20522058100906726,0.6323023281688617,0.36769767183113833,SHORT_SPREAD,1.1244647605869131,1.3755352394130869,0.0347662080201937,0.0448580953471907
D,ROK,-1.140330634899557,0.11397900336299294,0.7768017275684866,0.204933126599174,0.8258409966798468,0.17415900332015322,LONG_SPREAD,0.640330634899557,1.859669365100443,0.0487073213387764,0.0112214338642745
DVN,WSM,1.7956579376384834,0.08200647044463492,0.7894463525715281,0.20430836574011435,0.5634601712406524,0.4365398287593476,SHORT_SPREAD,1.2956579376384834,1.2043420623615166,0.0560420828117224,0.0162733543606014
KIM,STLD,-0.7174516265265085,0.0907603158719821,0.31651572112087234,0.20429157351111743,0.9947359787938436,0.005264021206156433,LONG_SPREAD,0.2174516265265085,2.2825483734734915,-0.0157772745713189,0.0371598592229888
KHC,TSLA,-0.8915707166773633,0.07989140901665553,0.5114305177880164,0.20418114349803237,0.9250441707282676,0.07495582927173239,LONG_SPREAD,0.3915707166773633,2.1084292833226366,-0.0208521939189363,0.0314168865269776
APA,DAY,1.0626183149023138,0.11190202264518431,0.7313840877776646,0.2032146818406132,0.8562385467753197,0.14376145322468026,SHORT_SPREAD,0.5626183149023138,1.9373816850976862,0.4093889490347483,0.0122469312873432
HRL,VLO,-0.9907221479576855,0.09621252431957646,0.6366059837304994,0.2026845895067957,0.8847849766196441,0.11521502338035594,LONG_SPREAD,0.49072214795768554,2.0092778520423145,-0.1341867567871105,0.0328014615995128
MTCH,TSCO,0.9581091042090116,0.13426232673267763,0.726281649504771,0.20265428471021948,0.8978180722004832,0.10218192779951685,SHORT_SPREAD,0.45810910420901163,2.0418908957909885,0.6334954544181337,0.0314832608057271
D,MPC,1.1161811620143502,0.13124213382252542,0.8259438893168732,0.20245620485887894,0.8345100171378115,0.16548998286218852,SHORT_SPREAD,0.6161811620143502,1.8838188379856498,0.1161753283183643,0.0020396632582757
D,GEV,-1.0295519885225595,0.1628560726016426,0.860144109010805,0.2023473971422155,0.8691181634478624,0.1308818365521376,LONG_SPREAD,0.5295519885225595,1.9704480114774405,0.019005594638769,0.0006313972562171
HAL,PLD,1.0601936548945174,0.07244592237002981,0.589678930005734,0.20181540052642583,0.8566486982527634,0.14335130174723665,SHORT_SPREAD,0.5601936548945174,1.9398063451054826,0.2480497874187473,0.0330980556749558
NI,GWW,0.9522416062438169,0.11684708190878643,0.6750057432342035,0.2016768593645609,0.8997741012482976,0.1002258987517024,SHORT_SPREAD,0.45224160624381693,2.047758393756183,-0.0254276282815506,0.0045644743021529
D,JCI,-1.1429750614591325,0.11550858610348473,0.7908774481007919,0.2014462254314216,0.8233884655889157,0.17661153441108435,LONG_SPREAD,0.6429750614591325,1.8570249385408675,0.1630260249306466,0.0382604172153187
D,FSLR,-1.243636672080855,0.11683673424705199,0.8418058923391016,0.20106617155665563,0.7829717997903203,0.21702820020967972,LONG_SPREAD,0.7436366720808549,1.756363327919145,0.0473778108190201,0.0038796436887627
D,GDDY,-1.1819567399144992,0.1390852415175048,0.8896435377625365,0.2009371592915229,0.8075921677508094,0.19240783224919056,LONG_SPREAD,0.6819567399144992,1.8180432600855008,-0.0872739762347789,0.0030050670697684
PFE,PNC,-0.7575212831696467,0.0777798177391804,0.3773924247496447,0.20089984164536762,0.9773514233902884,0.022648576609711646,LONG_SPREAD,0.25752128316964673,2.2424787168303535,0.0464610845308719,0.0316416267867918
NI,WBD,-0.898285891290773,0.07347086077150464,0.5007833209950207,0.20076354062612875,0.9209910597341423,0.0790089402658577,LONG_SPREAD,0.39828589129077296,2.101714108709227,0.2102643582554403,0.037659786224726
EVRG,FDS,-1.2965645216913912,0.11349016209205873,0.8512808513394896,0.20028401605601615,0.76148779774585,0.23851220225415004,LONG_SPREAD,0.7965645216913912,1.7034354783086088,-0.0540637521502868,0.0008778825277582
KMI,LYB,0.7330914618645504,0.11974984317360497,0.42143799116346947,0.20024770528810876,0.9868624973694233,0.01313750263057667,SHORT_SPREAD,0.23309146186455043,2.2669085381354495,0.0221216547740918,0.0080682743415893
CMCSA,STX,0.957349627339744,0.09377733154167318,0.6111730014244776,0.2001089240118978,0.8971037186688615,0.10289628133113848,SHORT_SPREAD,0.45734962733974405,2.042650372660256,-0.0384821306438281,0.0320778093369558
REG,SYK,-0.9828946477781383,0.11658600283062699,0.7009281563926121,0.19992481992514977,0.8868120688588046,0.11318793114119541,LONG_SPREAD,0.4828946477781383,2.017105352221862,0.0703066873798277,0.0104133449241651
CAG,D,-1.2733493795022823,0.1441990455928978,0.954879020395932,0.1984262016073431,0.7700307288420243,0.22996927115797572,LONG_SPREAD,0.7733493795022823,1.7266506204977177,-0.9818202490637756,0.0008122325731155
NI,VRTX,1.005338864770629,0.07268992128737323,0.5688564637275676,0.198201687450286,0.8771451290718628,0.12285487092813718,SHORT_SPREAD,0.505338864770629,1.994661135229371,-0.0230612260713045,0.0239705402650162
REG,ROST,-1.095066985316324,0.1498026819243723,0.8812106974941455,0.19767839948385824,0.8410445656670137,0.1589554343329863,LONG_SPREAD,0.595066985316324,1.904933014683676,-0.0459646849341186,0.0015729404453086
EXC,PRU,0.9769800131312772,0.11688281113698828,0.7025041460613153,0.19756192939149084,0.8882327665040854,0.11176723349591455,SHORT_SPREAD,0.47698001313127725,2.023019986868723,-0.2561123510720892,0.0059718049832681
CMCSA,KMB,1.0246219513340167,0.08145048550125454,0.614586102607261,0.19732643081112222,0.8690817917908422,0.13091820820915778,SHORT_SPREAD,0.5246219513340167,1.9753780486659833,0.2062928102268735,0.0294064658731601
KHC,SRE,-0.9324100507140946,0.07955427274521507,0.5518244315404928,0.19702488948838828,0.9058459355097175,0.09415406449028252,LONG_SPREAD,0.43241005071409455,2.0675899492859053,-0.1837009036732071,0.0442327068598581
FE,IFF,0.9863668630053773,0.10469359611049268,0.6737076998084383,0.1963990958121857,0.8840128931227234,0.11598710687727665,SHORT_SPREAD,0.48636686300537735,2.0136331369946228,-0.2760011546539611,0.0203599213686129
EQR,ROP,1.313590590080068,0.09199786022330902,0.781127644409888,0.195816123298021,0.7528902132871812,0.2471097867128188,SHORT_SPREAD,0.813590590080068,1.686409409919932,0.0721793120425611,0.0299213394236031
DVN,WST,1.5807464062863343,0.09701654479299318,0.8631293161064112,0.19513256801222933,0.645754464690358,0.354245535309642,SHORT_SPREAD,1.0807464062863343,1.4192535937136657,0.0250384257151507,0.0317631962201035
INVH,TSLA,-0.8391510244694965,0.10796634772814785,0.5620013972821036,0.1949583874913297,0.9423229452087333,0.057677054791266724,LONG_SPREAD,0.3391510244694965,2.1608489755305036,-0.0286211040727031,0.0138192282031138
INVH,MS,0.7859287642983763,0.11811921591365578,0.5221422034163505,0.1949491802174267,0.9636081663676201,0.036391833632379855,SHORT_SPREAD,0.2859287642983763,2.2140712357016237,-0.1070207077801303,0.008002620840779
LNT,GLW,-1.088107997835572,0.09542101228849491,0.7052965246600515,0.19493627056647223,0.84273130909236,0.15726869090763995,LONG_SPREAD,0.5881079978355721,1.911892002164428,0.1389979611165546,0.0169965468585633
