stock1,stock2,z_score,theta,volatility,edge,p_target,p_stop,signal,gain,loss,hedge_ratio,pvalue
F,NVDA,1.3179687585188724,0.08649720416243359,0.26131489130097524,0.7870920698671579,0.9876493245393142,0.0123506754606858,SHORT_SPREAD,0.8179687585188724,1.6820312414811276,0.0381007793269762,0.0451127494269755
AES,XYL,1.97276339277464,0.07219449484538734,0.36330311892260947,0.7772244829117962,0.7217844360548625,0.27821556394513747,SHORT_SPREAD,1.47276339277464,1.02723660722536,0.0992888486284719,0.0382035663099638
F,HII,-1.2688628945512546,0.17356203682270702,0.20668902738201525,0.7688609529442547,0.9999992233572,7.766427999600367e-07,LONG_SPREAD,0.7688628945512546,1.7311371054487454,0.0263815735974522,0.0172704949347015
KMI,PYPL,1.3921745037108904,0.14884029012425584,0.418017259584859,0.7641290562023794,0.9487818209965956,0.05121817900340442,SHORT_SPREAD,0.8921745037108904,1.6078254962891096,0.0637666586320101,0.0016245654982866
AES,NI,1.5380277589572564,0.10441157794419083,0.3958698291282935,0.7611374522066674,0.8892438772997644,0.1107561227002356,SHORT_SPREAD,1.0380277589572564,1.4619722410427436,0.561333332004298,0.0116794383083372
KIM,TSN,-1.3754616128680262,0.08739904459921331,0.3191353534824776,0.7542030002983019,0.9514965549721103,0.048503445027889724,LONG_SPREAD,0.8754616128680262,1.6245383871319738,-0.0611893018475485,0.0467230982391644
KIM,YUM,-1.351871979323261,0.09820915618686522,0.32980200907552093,0.7506732216168513,0.9595204969174361,0.04047950308256387,LONG_SPREAD,0.851871979323261,1.648128020676739,-0.0380382493793014,0.0309918667997757
KIM,SW,-1.2511869412179493,0.11623786001752837,0.2542151119882151,0.746864668913119,0.9982710910780679,0.0017289089219321152,LONG_SPREAD,0.7511869412179493,1.7488130587820507,0.1124987196429732,0.0116600249301459
INVH,WDC,1.687756377994849,0.10112890877132945,0.42485765520154384,0.7376613417618256,0.8199619855067907,0.18003801449320933,SHORT_SPREAD,1.187756377994849,1.312243622005151,-0.0489349375113133,0.0280918289151935
CNP,ODFL,1.7318754014221078,0.18293666275225198,0.5811849970823261,0.7322699655256754,0.800157825641427,0.199842174358573,SHORT_SPREAD,1.2318754014221078,1.2681245985778922,-0.1144010696389621,7.567297573485082e-05
AES,WYNN,1.3692666879122535,0.10479039769628236,0.36005834600623127,0.7317049101013579,0.9449752888756418,0.05502471112435825,SHORT_SPREAD,0.8692666879122535,1.6307333120877465,0.0663756153916441,0.0346568820444708
HBAN,NXPI,1.2239812659315576,0.09725547131606108,0.2738539337386406,0.7027965464587502,0.991526112210877,0.008473887789122947,SHORT_SPREAD,0.7239812659315576,1.7760187340684424,0.0578905421640417,0.0320838095880915
FE,XEL,1.6100997795017475,0.11712002545495465,0.4624054739227214,0.6998681623753114,0.8359073531494255,0.16409264685057445,SHORT_SPREAD,1.1100997795017475,1.3899002204982525,0.498368272111681,0.0401924852265419
PCG,SJM,1.3664633350509137,0.07159000353022482,0.3228883720916205,0.6757613402640352,0.9237192020852486,0.0762807979147514,SHORT_SPREAD,0.8664633350509137,1.6335366649490863,0.0918151501995449,0.0063769623303574
CAG,HOOD,-1.6120591620541662,0.11202799218252522,0.47120251373415245,0.6602719266458162,0.81928510583666,0.18071489416333997,LONG_SPREAD,1.1120591620541662,1.3879408379458338,-0.0889909912416611,0.0130466327990368
INVH,TER,1.6049403910270088,0.10823580516219106,0.466076759445064,0.6518700679702124,0.8187718707772814,0.18122812922271858,SHORT_SPREAD,1.1049403910270088,1.3950596089729912,-0.0566564660362002,0.017020918936124
KIM,SWKS,-1.1564645106253613,0.1189437664167821,0.2781793913747355,0.6489665804492843,0.9970008279295692,0.0029991720704307667,LONG_SPREAD,0.6564645106253613,1.8435354893746387,0.068652506088311,0.0095757582372644
HST,PNW,1.3991167792654537,0.10978692505970654,0.4268719622228253,0.6464009729414536,0.8989136774704,0.10108632252960004,SHORT_SPREAD,0.8991167792654537,1.6008832207345463,-0.3079588350601737,0.0149712637757981
HST,VLO,1.1748675972899891,0.07285954402531507,0.25101903539087506,0.6457715620196149,0.9883615858918503,0.011638414108149697,SHORT_SPREAD,0.6748675972899891,1.8251324027100109,0.0503825221697612,0.0394602779101235
HST,MDT,1.2527789795978816,0.07702118699417461,0.3094583513565415,0.6452339354811638,0.9569819823533129,0.04301801764668711,SHORT_SPREAD,0.7527789795978816,1.7472210204021184,0.1565886744696917,0.0279173096654564
AES,PLTR,1.5694704140137037,0.06846265530813143,0.36897796385743414,0.6442866603058545,0.8299264985168603,0.1700735014831397,SHORT_SPREAD,1.0694704140137037,1.4305295859862963,0.0268239339520709,0.0394723615815669
PCG,ULTA,1.3377232847315201,0.07094558020671259,0.3285749845517374,0.6426811476890177,0.9219831451829991,0.07801685481700094,SHORT_SPREAD,0.8377232847315201,1.6622767152684799,-0.0063501745902399,0.0208206536030995
NI,RTX,-1.580798718544345,0.11125396130534729,0.47943783712822213,0.6301713963268147,0.8197490711129879,0.1802509288870121,LONG_SPREAD,1.080798718544345,1.419201281455655,0.0846350670894486,0.0109986291611647
AES,IBKR,1.5019902164349221,0.08584395858558921,0.41253415870593696,0.6205011412612487,0.8474043699305306,0.1525956300694694,SHORT_SPREAD,1.0019902164349221,1.4980097835650779,-0.0163860462489593,0.0437959996044466
AES,AEP,1.3103490652026337,0.09488728166416364,0.38805995327926923,0.6116126202557317,0.9205054220212392,0.0794945779787608,SHORT_SPREAD,0.8103490652026337,1.6896509347973663,0.1508575832857236,0.0269386301834119
PCG,WFC,1.3450672280881368,0.0703298711347548,0.3463481195848523,0.6065864590171196,0.9046076923715931,0.09539230762840689,SHORT_SPREAD,0.8450672280881368,1.6549327719118632,-0.0624036396505105,0.031484966415265
PCG,PNC,1.235262802953766,0.08824211571170266,0.34922154433252245,0.6043871919762904,0.9476497556090098,0.05235024439099023,SHORT_SPREAD,0.735262802953766,1.764737197046234,-0.0351220761494155,0.0032965728260131
KIM,ROL,-1.1473626558455197,0.10414931811532441,0.32247062862618836,0.6026481239019564,0.9821141872225747,0.017885812777425292,LONG_SPREAD,0.6473626558455197,1.8526373441544803,-0.1032218842593292,0.0221616807635136
PCG,TPR,1.311888064174014,0.06547727559149533,0.3291665145008909,0.598316513924522,0.9145713799002032,0.08542862009979679,SHORT_SPREAD,0.811888064174014,1.688111935825986,-0.0263244819142901,0.0466473630299721
CNP,TGT,1.4910445138939912,0.11324007858412777,0.4852569519591879,0.595439418512759,0.8417579618475071,0.15824203815249294,SHORT_SPREAD,0.9910445138939912,1.5089554861060088,-0.1351920705330637,0.0137268144048323
PCG,ROK,1.2631107232825203,0.0731702227704904,0.3345290162128321,0.5938140230480324,0.9322813199062049,0.06771868009379511,SHORT_SPREAD,0.7631107232825203,1.7368892767174797,-0.0113711700867959,0.0227513442503106
PCG,SYF,1.2397357169963985,0.07638041463120009,0.333761527970285,0.5923937093321726,0.9410631969343096,0.05893680306569038,SHORT_SPREAD,0.7397357169963985,1.7602642830036015,-0.0490436525305034,0.0102171191230022
HBAN,MCO,1.1133026016423102,0.08038521293322878,0.2653128768275085,0.5878884203208526,0.989834327471417,0.010165672528583025,SHORT_SPREAD,0.6133026016423102,1.8866973983576898,0.0388837601040077,0.0153170516175608
GEN,SPGI,-1.7795352640613151,0.0783919205359404,0.4403444238981081,0.58708360082778,0.723019334706586,0.27698066529341403,LONG_SPREAD,1.2795352640613151,1.2204647359386849,0.0519288090008281,0.022101617818115
CNP,UPS,1.6987238502414586,0.09994305842468156,0.4907820157381688,0.5867705120871348,0.7552186647382705,0.24478133526172952,SHORT_SPREAD,1.1987238502414586,1.3012761497585414,-0.1518125326168464,0.0220040857372281
CAG,GE,1.2313616312410098,0.13030199725920466,0.4379370261280399,0.5840514208142322,0.941075915829289,0.058924084170711044,SHORT_SPREAD,0.7313616312410098,1.7686383687589902,-0.0726258159013163,0.0051818203500113
PCG,RF,1.2176856053561438,0.08425380787811705,0.34999255539306307,0.578096777039415,0.9441644686733085,0.0558355313266915,SHORT_SPREAD,0.7176856053561438,1.7823143946438562,-0.2324577687578876,0.0071663440581574
AES,AVGO,1.284403021382442,0.07548523255144916,0.3559013358320992,0.577385413916836,0.9171929570137576,0.08280704298624242,SHORT_SPREAD,0.784403021382442,1.715596978617558,0.0171595116484905,0.0203626684295319
AES,MPWR,1.2217740053849875,0.08682939028698196,0.3583262670184654,0.57618461396647,0.941764243432593,0.05823575656740698,SHORT_SPREAD,0.7217740053849875,1.7782259946150125,0.0078568757141283,0.0263598068544461
AES,HSY,1.5610251704388938,0.07383712749679537,0.41469676886730594,0.569078731789123,0.8032214245400917,0.1967785754599083,SHORT_SPREAD,1.0610251704388938,1.4389748295611062,0.085550884053672,0.0482365767272357
KHC,PLTR,-1.5473616789165534,0.09395342814074327,0.46754527832734527,0.5654712351620166,0.8072438224981853,0.19275617750181473,LONG_SPREAD,1.0473616789165534,1.4526383210834466,-0.0443013040019,0.0425438036360285
AES,ETR,1.1405016139244317,0.11247571630857589,0.3713071216492897,0.5611616564730586,0.9682640170194508,0.03173598298054925,SHORT_SPREAD,0.6405016139244317,1.8594983860755683,0.2108132337012905,0.0025200440549779
PCG,TXT,1.2104739220208014,0.08419811221935476,0.3583589816626698,0.5597919739128145,0.9397272207568053,0.06027277924319474,SHORT_SPREAD,0.7104739220208014,1.7895260779791986,-0.092064639119662,0.0099051069555391
HST,QCOM,1.0964528282597337,0.0991270468557613,0.3126041980430923,0.5593236301356505,0.9851483207503667,0.014851679249633265,SHORT_SPREAD,0.5964528282597337,1.9035471717402663,0.088705087638942,0.0225146395800395
KIM,LIN,-1.0747409442526095,0.08600584264622932,0.2630187260334878,0.5588601046636025,0.9936476641643972,0.006352335835602796,LONG_SPREAD,0.5747409442526095,1.9252590557473905,0.0181257235054232,0.0258778122200001
PCG,STT,1.218314000535351,0.07269258754248273,0.3395592891134511,0.5537585985728809,0.934177839215012,0.06582216078498804,SHORT_SPREAD,0.718314000535351,1.781685999464649,-0.0360769436507102,0.0199074660057495
CAG,ULTA,1.6448370773658423,0.12606404875717214,0.5654724337242073,0.5516510880869241,0.7627256042884327,0.23727439571156728,SHORT_SPREAD,1.1448370773658423,1.3551629226341577,-0.0402441083556918,0.0018890572974527
KIM,UHS,-1.1093886055669218,0.08710095935483694,0.31302933863838545,0.5513240058191162,0.9767741601008778,0.02322583989912219,LONG_SPREAD,0.6093886055669218,1.8906113944330782,-0.010992845248162,0.0461172592822455
AES,NVDA,1.188317568100214,0.08606733594011878,0.3591262801773035,0.5495206504203554,0.9444812329280565,0.055518767071943476,SHORT_SPREAD,0.688317568100214,1.811682431899786,0.0403346847739975,0.0274879461164855
GEN,SNPS,-1.4769875114850488,0.10810525902083692,0.5000236994451467,0.5452382614394572,0.8273002999817634,0.17269970001823665,LONG_SPREAD,0.9769875114850488,1.5230124885149512,0.0200905814707712,0.0187526140349039
AES,UDR,1.3554970565463362,0.09941207004879118,0.45606619324419595,0.5362890293070618,0.8723167891042902,0.12768321089570978,SHORT_SPREAD,0.8554970565463362,1.6445029434536638,-0.3531108228777229,0.0362554946797941
CAG,JCI,1.1802736164086371,0.16031559226311182,0.4976904617127891,0.5357790979960267,0.9422021926349559,0.05779780736504414,SHORT_SPREAD,0.6802736164086371,1.8197263835913629,-0.2279640443551663,0.0007554352558315
KIM,TRV,-1.0808565452875165,0.09793072560784012,0.3287470359444103,0.5300714881348649,0.9796859771389393,0.020314022861060654,LONG_SPREAD,0.5808565452875165,1.9191434547124835,-0.0181048093227946,0.0283102077284591
AES,CBRE,1.232408633999326,0.07317635942303,0.3635993353732638,0.5230042619807241,0.9162382511925592,0.0837617488074408,SHORT_SPREAD,0.7324086339993261,1.767591366000674,0.0763751842584602,0.0223047102535416
AES,CBOE,1.2785778241776875,0.08582678118639159,0.40968116742459304,0.5227379857252747,0.8976640646190349,0.10233593538096508,SHORT_SPREAD,0.7785778241776875,1.7214221758223125,0.0585274979011087,0.0422789883213024
PFE,PFG,-1.1509568671944939,0.09489889833087245,0.3779335791462661,0.5222889986700814,0.948532852590235,0.05146714740976499,LONG_SPREAD,0.6509568671944939,1.8490431328055061,0.1761275895525501,0.0038909518555387
KIM,NWS,-1.0336373448279539,0.08824629510074478,0.2630476732655305,0.521283594452176,0.9950584998496889,0.00494150015031114,LONG_SPREAD,0.5336373448279539,1.9663626551720461,0.2431329937383644,0.0300192821590604
LNT,ETR,-1.2498643726252592,0.15527191204810528,0.5413284411861203,0.519035482994811,0.9076684441478207,0.09233155585217934,LONG_SPREAD,0.7498643726252592,1.7501356273747408,0.4869496741577386,0.0011464253129938
AES,STZ,1.245902534666214,0.09950559096025421,0.4354666762932929,0.5137001763649537,0.9071190566794959,0.09288094332050412,SHORT_SPREAD,0.745902534666214,1.754097465333786,-0.0479224297462838,0.0136770160654514
GEN,TXN,-1.307954466669998,0.09304592400825275,0.4444632862257456,0.5089963276594467,0.8804167443957794,0.11958325560422056,LONG_SPREAD,0.807954466669998,1.692045533330002,0.0822557263817664,0.0360848283338135
KMI,ZBRA,1.0677658725058956,0.13699961992869916,0.406461814693536,0.5048911613370574,0.9748501155324647,0.0251498844675353,SHORT_SPREAD,0.5677658725058956,1.9322341274941044,0.0102317765572142,0.0079933875854115
INVH,LRCX,1.398534634625285,0.08698644351452428,0.45706734488937045,0.5020342504124466,0.8413998463148646,0.15860015368513536,SHORT_SPREAD,0.8985346346252849,1.601465365374715,-0.0627132051199647,0.0471506570067703
KIM,NWSA,-1.0065977093686143,0.09596695414270902,0.2536216258013438,0.5015070415919751,0.9979637328893444,0.002036267110655632,LONG_SPREAD,0.5065977093686143,1.9934022906313857,0.338279767352464,0.0214960192229541
F,WELL,1.000066745349625,0.09765144257242094,0.250788189889755,0.49610614358910105,0.9984157592957904,0.001584240704209594,SHORT_SPREAD,0.500066745349625,1.999933254650375,0.0623023894248838,0.0375560821875226
KMI,VTR,1.0801823262614065,0.1459497889818404,0.44329612385018474,0.4947129490123385,0.9658122491003728,0.03418775089962722,SHORT_SPREAD,0.5801823262614065,1.9198176737385935,-0.0628939675137595,0.0004120230073955
AES,EQR,1.209626917547754,0.12137042963543944,0.48723618792341,0.48544934820012653,0.910328972260949,0.089671027739051,SHORT_SPREAD,0.7096269175477541,1.790373082452246,-0.2778155938169239,0.0073829733776343
PCG,LUV,1.11629635714632,0.07034755870722964,0.3370450478888732,0.48069594123549797,0.9457598336356712,0.05424016636432882,SHORT_SPREAD,0.61629635714632,1.88370364285368,-0.0905795465907168,0.0156078369878473
CMCSA,PAYX,1.531169967726823,0.10811640150709423,0.5522496371082294,0.47987295708970035,0.779481195745151,0.22051880425484904,SHORT_SPREAD,1.031169967726823,1.468830032273177,0.1914835261818543,0.0037923970627388
KIM,TTD,-0.9718266033239676,0.10064081549008402,0.28972763409015023,0.4587112647659339,0.9947538645767865,0.005246135423213505,LONG_SPREAD,0.47182660332396764,2.0281733966760322,0.0197361607988674,0.0256535320990156
PCG,TKO,1.096032715255215,0.0644716482012992,0.333466846147226,0.45088134244381894,0.9419394508754416,0.05806054912455838,SHORT_SPREAD,0.596032715255215,1.903967284744785,-0.021908302783808,0.0491820476629596
CNP,IEX,1.476698991974181,0.10663564632374228,0.5616100318787195,0.44773593618208757,0.7884147776831626,0.2115852223168374,SHORT_SPREAD,0.9766989919741811,1.523301008025819,-0.1208467861787377,0.0154806425464632
AES,GILD,1.1845707298235537,0.07116050437421,0.39018339882611086,0.4449142897725186,0.904137423979586,0.09586257602041404,SHORT_SPREAD,0.6845707298235537,1.8154292701764463,0.1093610678735784,0.0416750845590935
KMI,TTD,1.0007280514651629,0.14462726642358248,0.42442265124672224,0.4439827294547634,0.9773018711958402,0.02269812880415978,SHORT_SPREAD,0.5007280514651629,1.9992719485348371,0.0178270154327462,0.0036159403607725
PCG,WAB,1.0578950671106402,0.07867214592482975,0.3571547853123823,0.43912645758963126,0.9524925561915965,0.04750744380840355,SHORT_SPREAD,0.5578950671106402,1.9421049328893598,-0.0359344429795534,0.0131203286882184
PFE,TFC,-1.0388047817382604,0.09191383709068664,0.3771812279052383,0.43524427096965157,0.9585757956925565,0.041424204307443535,LONG_SPREAD,0.5388047817382604,1.9611952182617396,0.2222854504412441,0.0092700801035587
KMI,SWKS,0.9762095637696578,0.14531631296133035,0.407614218372632,0.43468866322735833,0.9833916397830802,0.016608360216919804,SHORT_SPREAD,0.47620956376965784,2.023790436230342,0.0592178915961935,0.0004599488835046
KIM,TSCO,-0.9388221059253165,0.10038531641098167,0.26618130933376316,0.433646132481797,0.9979296106225922,0.0020703893774077775,LONG_SPREAD,0.43882210592531645,2.0611778940746834,0.1495533130037484,0.0167234961568462
PCG,PSA,1.037252036758289,0.05555852212010997,0.29390041699857083,0.4331977898312356,0.9583783012291787,0.041621698770821336,SHORT_SPREAD,0.5372520367582889,1.962747963241711,0.0228292745237214,0.0404520750015826
NI,TPR,-1.2030319758532544,0.10496700085477255,0.49762373701537577,0.4249750491978377,0.8887772293378333,0.11122277066216668,LONG_SPREAD,0.7030319758532544,1.7969680241467456,0.0849095279957622,0.0108456569850942
CNP,TRGP,2.053345516825734,0.10509804327931183,0.6110689501535654,0.42084818140529917,0.5470010658318261,0.45299893416817394,SHORT_SPREAD,1.553345516825734,0.946654483174266,-0.1049891382698423,0.0083804194973999
AES,GD,0.9536455281887972,0.11462721812888045,0.3541579079504816,0.41983597919793425,0.9864761804036548,0.013523819596345188,SHORT_SPREAD,0.4536455281887972,2.0463544718112026,0.0377956155073598,0.0093754237303955
PCG,TFC,1.022418827987397,0.07559503436960617,0.34563078288609195,0.419059827628349,0.9586563998563808,0.04134360014361915,SHORT_SPREAD,0.5224188279873969,1.977581172012603,-0.1120955402273748,0.0117903768650731
KMI,TPL,1.018472048879498,0.11073155881669762,0.4154053578836291,0.41893273053905583,0.9601842726638231,0.03981572733617689,SHORT_SPREAD,0.518472048879498,1.981527951120502,0.0007377241448218,0.0040423274491436
AES,TEL,0.9542893204179509,0.10281537392774619,0.34047876766888535,0.4171239284652799,0.9851338432189316,0.014866156781068396,SHORT_SPREAD,0.4542893204179509,2.045710679582049,0.0340522294589362,0.0044095254495332
NI,TPL,-1.9327905263701406,0.10895646758046924,0.6315441971975576,0.4157180115858132,0.593170994086269,0.40682900591373095,LONG_SPREAD,1.4327905263701406,1.0672094736298594,-0.0056806494832208,0.0084343011375035
AES,APP,1.0986495573811321,0.06585720333131269,0.3672505064765972,0.4093389119287395,0.9242757418190429,0.07572425818095707,SHORT_SPREAD,0.5986495573811321,1.9013504426188679,0.0074769878635821,0.0209977441774651
PCG,RL,1.0213108451255908,0.06522437963588025,0.32923464611300607,0.40803198594833645,0.9546884563290983,0.04531154367090173,SHORT_SPREAD,0.5213108451255908,1.9786891548744092,-0.0086700773017378,0.0336687067609142
PCG,USB,1.0038906201041906,0.07258223637005548,0.33659741569061186,0.4078343095698145,0.9615774757862495,0.038422524213750475,SHORT_SPREAD,0.5038906201041906,1.9961093798958094,-0.0872814935404694,0.0110690184479299
CAG,HWM,0.9619031458111953,0.152404149180816,0.4478411191630576,0.4036467097378247,0.9766974255706518,0.023302574429348244,SHORT_SPREAD,0.4619031458111953,2.0380968541888045,-0.1093829696553608,0.0012594432238402
D,GE,-1.6039142982562773,0.164737447200603,0.7679244497139319,0.4029851134381478,0.7196283260727482,0.2803716739272518,LONG_SPREAD,1.1039142982562773,1.3960857017437227,0.0560577948328425,0.0007356208182069
PFE,TMO,-0.978627600925936,0.0780975917528807,0.33634518149154913,0.40201059351603563,0.9693531970360398,0.030646802963960162,LONG_SPREAD,0.47862760092593604,2.021372399074064,0.0129646356375121,0.0321593643006414
CPB,PWR,-1.5224191695816962,0.13502970469367392,0.6839981514652235,0.40060998027083555,0.7512763242756557,0.24872367572434428,LONG_SPREAD,1.0224191695816962,1.4775808304183038,-0.0518749367124769,0.0103545347987112
CMCSA,WDC,1.8692332871201005,0.0938174727866817,0.6003904914660383,0.39739115884401105,0.6112631486895642,0.3887368513104358,SHORT_SPREAD,1.3692332871201005,1.1307667128798995,-0.061233199437657,0.0290099003466912
O,SO,1.1872401381558653,0.10088123709149685,0.5060948467308419,0.39598085667205174,0.8834962874064746,0.11650371259352543,SHORT_SPREAD,0.6872401381558653,1.8127598618441347,0.3533757967343996,0.0246138701141107
KMI,PAYC,0.9776605816451774,0.11671389716535299,0.4176167473789428,0.39595716136529885,0.9673186318880486,0.03268136811195144,SHORT_SPREAD,0.47766058164517744,2.0223394183548224,0.0088158721076226,0.0023528719614866
KIM,ZBRA,-0.892903702880287,0.17176494679581616,0.25776701238838945,0.39286337492566265,0.9999838688181503,1.613118184973228e-05,LONG_SPREAD,0.392903702880287,2.107096297119713,0.0150319388030903,0.0003579076572797
CNP,RVTY,1.2971438093690013,0.1118957066372055,0.5763201954068469,0.392176165242243,0.8380129423492967,0.16198705765070331,SHORT_SPREAD,0.7971438093690013,1.7028561906309987,-0.1707920310351662,0.0080391922825768
KMI,SYK,0.9627431592863263,0.11257170083826232,0.4063941257163862,0.3874888819077865,0.9698982890485841,0.030101710951415894,SHORT_SPREAD,0.46274315928632626,2.037256840713674,0.0180435007762669,0.0026399196770702
