n_pairs,div_factor,n_effective,avg_corr,portfolio_var_norm,portfolio_std_norm,weighted_avg_edge,edge_per_risk,diversification_eff,marginal_benefit
2500,149.8559502984903,16.682687574436514,0.059566206602036945,0.05994238011939613,0.2448313299383805,0.1375486683700091,0.5618099138073037,0.006673075029774605,0.17027144621435042
2550,152.46846019436543,16.724770465637828,0.059422699173937006,0.05979155301739821,0.2445231134625073,0.13568464117165716,0.5548949514437688,0.006558733515936404,0.042082891201314254
2600,154.6488373739079,16.812282873577345,0.05911844454555902,0.05948032206688765,0.24388587918714696,0.13386870988142466,0.5488989781925828,0.006466262643683595,0.08751240793951709
2650,156.221135717219,16.963133623588885,0.05859612522356323,0.058951371968761886,0.24279903617758017,0.1320975423347332,0.5440612302847805,0.006401182499467504,0.15085075001153925
2700,158.21363196433225,17.065533269653333,0.05824884474410236,0.058597641468271205,0.24206949718680212,0.13036500262322168,0.5385436997979988,0.006320567877649383,0.10239964606444829
2750,160.56812006180272,17.12668740807032,0.05804587852375508,0.058388407295200985,0.24163693280457146,0.1286686556721637,0.5324875389650263,0.006227886330207389,0.061154138416988246
2800,162.6692438687565,17.21284204320193,0.05775964411173866,0.058096158524555894,0.2410314471693598,0.1270121452048563,0.5269525893673604,0.006147443586857833,0.08615463513161004
2850,164.0821034385698,17.36935314866318,0.05724187554881355,0.05757266787318238,0.23994305131256122,0.12539638620601629,0.5226089504157759,0.006094509876723923,0.1565111054612487
2900,165.69851203418816,17.501665913581952,0.056812180763776525,0.0571374179428235,0.2390343446930242,0.12382301371907758,0.5180134841212679,0.006035057211579984,0.13231276491877253
2950,168.1280002177337,17.54615528751672,0.056672770504487525,0.05699254244668939,0.23873110908863426,0.12228890360440116,0.5122453628739213,0.005947849250005667,0.04448937393476626
3000,170.32898372031013,17.612974224787077,0.05646181517849621,0.05677632790677004,0.2382778376323951,0.12079246521252246,0.5069395727808976,0.005870991408262359,0.0668189372703587
3050,173.7253486348387,17.55644771455279,0.056649835564066484,0.05695913069994711,0.23866112104812362,0.1193324055220629,0.5000077306181794,0.0057562123654271435,-0.05652651023428845
3100,176.76322122943853,17.53758490277908,0.05671610881879269,0.05702039394498017,0.2387894343244277,0.11790494570951628,0.4937611500403593,0.005657285452509381,-0.018862811773708188
3150,179.2269416563326,17.57548263050831,0.05659794908108371,0.05689744179566114,0.23853184650201562,0.11650944666763896,0.4884439892459158,0.005579518295399464,0.037897727729230724
3200,182.92314218971674,17.493685936583983,0.05686875341973015,0.057163481934286484,0.2390888578212847,0.11514783145454935,0.48161103157981794,0.005466776855182495,-0.08179669392432842
3250,187.47771703057,17.335393514899998,0.057395419215318565,0.05768545139402154,0.24017795776053544,0.11381989042269533,0.47389815236990707,0.005333967235353845,-0.15829242168398494
3300,191.7919276740073,17.20614647353187,0.05783326088936262,0.05811876596182039,0.24107833988523397,0.11252357746002244,0.4667510881051761,0.005213983779858143,-0.12924704136812792
3350,196.13235925895677,17.08030236651026,0.05826585824394051,0.05854697291312142,0.24196481751097912,0.11125650744930388,0.45980448146869796,0.005098597721346346,-0.12584410702161009
3400,200.7948799406423,16.932702671527714,0.05878048836147169,0.059057317629600675,0.24301711386155642,0.11001553916609313,0.4527069613244091,0.004980206668096386,-0.14759969498254577
3450,205.68511612658085,16.773211717841715,0.05934622097030468,0.05961887423958865,0.24416976520361536,0.10879925824101574,0.4455885770717233,0.004861800497925135,-0.15949095368599941
3500,210.14911859264768,16.654840255525354,0.059773969303414595,0.060042605312185054,0.24503592657442103,0.10760733763171945,0.439149226548367,0.004758525787292958,-0.11837146231636098
3550,213.16705177998992,16.653605565948162,0.05978220675683007,0.06004705683943378,0.24504500982357053,0.10643618949817833,0.4343536298691049,0.004691156497450186,-0.001234689577191972
3600,216.50859302853937,16.627515562513775,0.059880131433325746,0.06014127584126094,0.24523718282768814,0.10528743197124918,0.42932898982626,0.004618754322920493,-0.026090003434386944
3650,219.78654692876066,16.60702190832032,0.059957946541178586,0.060215492309249496,0.24538845186611674,0.10415837182079742,0.4244632175177744,0.004549869015978169,-0.020493654193455058
3700,222.71171040673633,16.613405703915273,0.05993828342977462,0.06019235416398279,0.2453413013823453,0.10304952046859008,0.4200251644870646,0.004490109649706831,0.006383795594953057
3750,223.4957071514002,16.778845767537177,0.05934801471096298,0.05959885524037339,0.24412876774434714,0.10196192337688305,0.4176563225996294,0.004474358871343247,0.16544006362190444
3800,226.59663101320965,16.76988745599874,0.05938316162495647,0.059630692371897276,0.24419396465084323,0.10089130814595547,0.41316053117943874,0.004413128277894406,-0.008958311538435737
3850,229.05864925487006,16.8079223924706,0.059251402768217734,0.059495753053213,0.24391751280548307,0.0998352684523621,0.40929930493337613,0.004365694127914442,0.03803493647185974
3900,232.0727099073812,16.805078035915837,0.05926460885031577,0.05950582305317467,0.24393815415628337,0.09879733774325607,0.4050097783389792,0.004308994368183549,-0.002844356554764005
3950,233.33916518404732,16.928148332425977,0.05883493673943969,0.05907320637570818,0.24304980225399933,0.09777563778200504,0.4022864321437487,0.00428560717276607,0.12307029651013934
4000,235.0797214342186,17.015504253604043,0.05853456399955454,0.058769930358554656,0.24242510257511424,0.0967705503093426,0.3991771036968365,0.00425387606340101,0.0873559211780659
4050,236.8191414724428,17.101658146460572,0.05824132908679743,0.05847386209196118,0.2418136929372718,0.09577868823111005,0.39608463469418054,0.004222631641101376,0.08615389285652952
4100,239.45313120040478,17.122348659406754,0.05817348894862278,0.05840320273180605,0.24166754588029823,0.09480114079239634,0.39227915542847797,0.004176182599855306,0.020690512946181627
4150,240.5935335535278,17.24900889356903,0.05774729659038993,0.05797434543458501,0.2407786232924032,0.09383754225329546,0.3897253874540952,0.004156387685197356,0.12666023416227645
4200,243.1847462334868,17.270820086583438,0.05767676738115904,0.057901130055592095,0.24062653647424695,0.09288693276993523,0.38602115182701996,0.004112100020615105,0.021811193014407593
4250,244.639456980892,17.372504224990795,0.05734042291854365,0.05756222517197459,0.2399212895346609,0.09195173925559988,0.3832579402767665,0.004087648052939011,0.10168413840735724
4300,246.22657156583705,17.46359043483757,0.057042700992285894,0.05726199338740397,0.23929478345213456,0.09103089311777074,0.3804131949912706,0.004061300101125016,0.09108620984677529
4350,247.88895140573226,17.548180244952253,0.056769131157905786,0.05698596584039822,0.23871733460391648,0.09012357874285298,0.377532611497977,0.004034064424126955,0.08458981011468225
4400,248.4391139939044,17.710576765734064,0.05624894612273344,0.05646343499861464,0.23762035897333092,0.0892299792170064,0.3755148742411463,0.004025131083121378,0.16239652078181166
4450,250.7238053740032,17.748613831710003,0.056130322628456554,0.056342428173933305,0.23736560023291772,0.08834963782468155,0.372209105860274,0.003988452546451686,0.03803706597593859
4500,252.15936825897208,17.84585689229052,0.0558255986350238,0.056035415168660466,0.236718007698317,0.0874827953328202,0.36956544279602005,0.00396574597606456,0.09724306058051724
4550,253.76798154693506,17.929763921609887,0.05556561476081228,0.055773182757568145,0.23616346617876385,0.08662911615085775,0.36681844805446695,0.003940607455298876,0.08390702931936644
4600,255.9938109499408,17.969184422585602,0.055445490530537246,0.055650828467378434,0.23590427818795154,0.08578866724372453,0.36365880221711916,0.003906344439692522,0.03942050097571581
4650,256.37180508339236,18.137719935651475,0.05493048076648577,0.055133721523310183,0.23480571015908064,0.08496071047469207,0.36183409005313916,0.003900584932398167,0.16853551306587278
4700,257.0390102756001,18.285162220943068,0.054487978351904685,0.05468915112246811,0.23385711689505648,0.0841460047035851,0.35981801974128363,0.003890460047009163,0.14744228529159287
4750,258.71308200541375,18.360107510530153,0.05426681027698753,0.05446591200113974,0.2333793307067696,0.08334461130204507,0.3571207915012994,0.003865285791690558,0.07494528958708457
4800,259.26677840894075,18.513748770499912,0.05381679066658486,0.05401391216852933,0.23240893306525318,0.08255610398280953,0.35521915140684523,0.0038570309938541483,0.15364125996975986
4850,262.3756784593792,18.48494505465709,0.053903006487807624,0.054098078032861686,0.2325899353644987,0.08177965843516923,0.3516044591826807,0.0038113288772488848,-0.028803715842823152
4900,264.26130687174253,18.542252961680017,0.053737764211419174,0.05393087895341685,0.2322302283369175,0.08101415180662458,0.3488527414660678,0.003784133257485718,0.05730790702292765
4950,265.603191444985,18.63682425301469,0.05346599140129016,0.05365721039292626,0.23164026073402322,0.0802602918562174,0.34648679638802016,0.0037650150006090285,0.0945712913346739
5000,266.30116665284925,18.77573449206105,0.05307084750006986,0.053260233330569846,0.2307817872592416,0.07951726841368631,0.3445560819942999,0.0037551468984122105,0.13891023904636057
5050,267.65413728090516,18.86763287615459,0.05281325753236387,0.05300081926354558,0.23021906798426922,0.07878572153869326,0.3422206606451758,0.0037361649259712057,0.09189838409353968
5100,268.9262488366667,18.964307210849853,0.052544861509446296,0.05273063702679739,0.22963152446212037,0.07806553153710308,0.33995999338488314,0.0037184916099705597,0.09667433469526188
5150,269.47410386097704,19.11129836304014,0.052141018423184506,0.05232506871086933,0.2287467348638431,0.07735608075582452,0.33817348606907627,0.0037109317209786685,0.1469911521902887
5200,271.76044576843327,19.134499081705634,0.05207933175003525,0.052261624186237164,0.22860801426511093,0.07665761725284753,0.33532340280927175,0.003679711361866468,0.02320071866549256
5250,273.0104467606134,19.230033364266873,0.05182138440857561,0.05200198985916445,0.22803944803293236,0.07597009258361055,0.3331445205596153,0.003662863497955595,0.09553428256123908
5300,274.38082036376454,19.316218943341028,0.05159102101599633,0.05176996610637067,0.22753014329176402,0.07529307784834734,0.33091473841247626,0.003644569611951137,0.08618557907415436
5350,275.2388363654915,19.437663923617592,0.051269178606373436,0.05144651147018533,0.22681823443053542,0.07462664541301847,0.3290151940402013,0.0036332082100219796,0.12144498027656425
5400,275.56445582785614,19.596141250428015,0.050854687132405284,0.05103045478293632,0.22589921377228456,0.07397032265427354,0.32744834043043014,0.0036289150463755583,0.1584773268104236
5450,276.3069239326739,19.724442378895905,0.05052430242845915,0.0506985181527842,0.22516331440264464,0.0733238654354573,0.3256474778317443,0.0036191637392469548,0.12830112846788921
5500,277.3134927062689,19.83314964708772,0.050247952847112004,0.050420635037503436,0.2245453963845695,0.0726870472803673,0.3237075818552042,0.0036060272085614038,0.10870726819181442
5550,278.1162057322298,19.95568717539437,0.04993984605014053,0.05011102805986122,0.2238549263694262,0.07205965823136555,0.32190338358891424,0.0035956193108818684,0.12253752830665121
5600,279.1591683218076,20.060240305431996,0.049680151513092984,0.04984985148603707,0.22327080303084207,0.07144148652924415,0.3199768422894748,0.003582185768827142,0.10455313003762612
5650,280.55290315116684,20.138804255950546,0.04948714872564469,0.0496553810887021,0.222834874040627,0.07083262422353002,0.3178704613830594,0.0035643901337965565,0.07856395051855003
5700,281.3130127862512,20.262127029050752,0.049186350725785435,0.049353160137938806,0.22215571146819252,0.070232593581462,0.3161412916971872,0.0035547591279036406,0.123322773100206
5750,281.2652240147742,20.443337850035686,0.04875025639498595,0.04891569113300421,0.22116891990739615,0.06964145895202664,0.314879048019883,0.0035553631043540325,0.18121082098493346
5800,281.0320242439834,20.63821735477597,0.04828970930229064,0.04845379728344542,0.2201222325969038,0.06905911672760841,0.3137307663695747,0.00355831333703034,0.19487950474028537
5850,281.675417134204,20.768585556803394,0.0479869066736543,0.04814964395456479,0.21943027128125414,0.06848552153271761,0.3121060787685783,0.003550185565265537,0.13036820202742305
5900,282.4813639264905,20.886333590258875,0.04771679334234454,0.047878197275676354,0.2188108710180469,0.06792060750413596,0.31040782931911126,0.0035400565407218434,0.1177480334554808
5950,283.4992511123797,20.98770976167908,0.04748684671581437,0.04764693296006381,0.21828177422786313,0.06736395634108185,0.3086100824467415,0.0035273461784334588,0.10137617142020616
6000,283.8896087795018,21.13497575975112,0.04715612748449772,0.047314934796583635,0.21751996413337243,0.0668156666742405,0.30717027257908364,0.0035224959599585203,0.1472659980720401
6050,284.8869479623391,21.236494136613747,0.046931219699510515,0.04708875172931225,0.21699942794697005,0.06627543011940173,0.30541753379920433,0.003510164320101446,0.1015183768626251
6100,285.46903548675294,21.368342067639304,0.04664191432804606,0.04679820253881196,0.21632892210430846,0.06574307522434357,0.3039033088356252,0.003503006896334312,0.13184793102555759
6150,286.41732683635246,21.472164648453223,0.046416868895162215,0.04657192306282154,0.21580528970074284,0.06521851597214001,0.30220999708847973,0.0034914088859273533,0.10382258081391882
6200,286.4538740524303,21.64397329416184,0.046048374585002466,0.046202237750391985,0.21494705801753133,0.06470142245803948,0.3010109701188018,0.0034909634345422318,0.17180864570861587
6250,286.87642062716094,21.7863844868687,0.04574754690785101,0.04590022730034575,0.2142433833292075,0.0641916735233809,0.2996203314467996,0.0034858215178989924,0.14241119270686298
6300,287.5215037424776,21.911404601037,0.045486823899424926,0.04563833392737739,0.21363130371595215,0.06368918606344832,0.29812665539002914,0.0034780007303233332,0.12502011416829717
6350,288.5567493627846,22.00606991180281,0.045291660003588696,0.045442007773666866,0.21317131085975632,0.06319367666713306,0.2964455039107381,0.0034655228207563487,0.0946653107658122
6400,290.5798762033444,22.024925069213516,0.04525392658280113,0.04540310565677256,0.2130800451867151,0.0627051795364217,0.29427992415467713,0.003441394542064612,0.018855157410705203
6450,291.3527314771261,22.13811405611066,0.04502290765655545,0.045170966120484664,0.21253462334519677,0.062223656507454726,0.29276950516618483,0.0034322657451334357,0.11318898689714274
6500,293.12783697180487,22.17462547108829,0.044949659481736404,0.0450965903033546,0.21235957784699658,0.06174894304219944,0.2907754087112053,0.003411480841705891,0.03651141497763177
6550,295.0529294869545,22.199406768776388,0.04490043204870278,0.045046248776634275,0.2122410157736583,0.061280900351832715,0.2887326001925327,0.0033892224074467767,0.024781297688097226
6600,296.5803305485854,22.2536672873483,0.0447916851869352,0.044936413719482635,0.21198210707388168,0.06081944236311634,0.28690837732789903,0.0033717677708103486,0.05426051857191183
6650,297.68573359709825,22.338994615712487,0.04462110597038626,0.04476477196948846,0.21157687011932202,0.06036433056487839,0.2853068510316605,0.003359247310633457,0.08532732836418688
6700,299.7487159937429,22.352055713692728,0.04459601671797924,0.04473861432742431,0.21151504515618816,0.05991537654504315,0.2832676819788403,0.0033361277184616013,0.013061097980241243
6750,299.99768345990486,22.500173741848734,0.04430251644094012,0.04444410125331924,0.21081769672709935,0.059472597779017033,0.2821043902021352,0.0033333590728664795,0.14811802815600572
6800,299.88087909416635,22.67567048802973,0.04395953509253807,0.044100129278553876,0.21000030780585507,0.059035909475732146,0.2811229664020814,0.003334657424710255,0.17549674618099687
6850,301.0135072296695,22.7564538981752,0.04380398703893553,0.043943577697761964,0.20962723510498812,0.05860523543579108,0.27956880415104307,0.003322110058127766,0.08078341014546808
